instance,subset,path,dimension,bks,bks_routes,cost,gap_pct,routes,route_gap,iterations,time,time_limit,seed,feasible,benchmark_feasible,mode,status,error,wall_time
XML100_2173_02,XML,cvrplib/XML/XML100_2173_02.vrp,101,,,13014.0,,10,,0,0.004221727999720315,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06760779800060845
XML100_2173_01,XML,cvrplib/XML/XML100_2173_01.vrp,101,,,13131.0,,9,,0,0.005414055999608536,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08190004999960365
XML100_2173_03,XML,cvrplib/XML/XML100_2173_03.vrp,101,,,13910.0,,12,,0,0.00524864199996955,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07486435800001345
XML100_2173_04,XML,cvrplib/XML/XML100_2173_04.vrp,101,,,12940.0,,11,,0,0.006032796999534185,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07425416500063875
XML100_2173_05,XML,cvrplib/XML/XML100_2173_05.vrp,101,,,15282.0,,13,,0,0.00634981399980461,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07073788800062175
XML100_2173_06,XML,cvrplib/XML/XML100_2173_06.vrp,101,,,13644.0,,13,,0,0.005408202000580786,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07891717900020012
XML100_2173_07,XML,cvrplib/XML/XML100_2173_07.vrp,101,,,12813.0,,10,,0,0.005155500000000757,0.0,0,True,True,clarke_wright_construction_only,ok,,0.075929257000098
XML100_2173_08,XML,cvrplib/XML/XML100_2173_08.vrp,101,,,13898.0,,11,,0,0.006794943000386411,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07905191900044883
XML100_2173_09,XML,cvrplib/XML/XML100_2173_09.vrp,101,,,13901.0,,12,,0,0.006627607999689644,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0758135840005707
XML100_2173_10,XML,cvrplib/XML/XML100_2173_10.vrp,101,,,13155.0,,10,,0,0.004383651999887661,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07615179200001876
XML100_2173_11,XML,cvrplib/XML/XML100_2173_11.vrp,101,,,14944.0,,13,,0,0.004951481999341922,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07353324500036251
XML100_2173_12,XML,cvrplib/XML/XML100_2173_12.vrp,101,,,14249.0,,10,,0,0.004261643000063486,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07358002000000852
XML100_2173_13,XML,cvrplib/XML/XML100_2173_13.vrp,101,,,11919.0,,10,,0,0.004143785999985994,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07005214399941906
XML100_2173_14,XML,cvrplib/XML/XML100_2173_14.vrp,101,,,13709.0,,12,,0,0.004230207000546216,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06056554800034064
XML100_2173_15,XML,cvrplib/XML/XML100_2173_15.vrp,101,,,13891.0,,12,,0,0.0058334979994469904,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0721020889995998
XML100_2173_16,XML,cvrplib/XML/XML100_2173_16.vrp,101,,,13325.0,,10,,0,0.006639312000515929,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07300864100034232
XML100_2173_17,XML,cvrplib/XML/XML100_2173_17.vrp,101,,,14397.0,,12,,0,0.005348226000023715,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08140901600017969
XML100_2173_18,XML,cvrplib/XML/XML100_2173_18.vrp,101,,,13998.0,,11,,0,0.005577781999818399,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0723085199997513
XML100_2173_19,XML,cvrplib/XML/XML100_2173_19.vrp,101,,,11867.0,,10,,0,0.004989815000044473,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07005066800047643
XML100_2173_20,XML,cvrplib/XML/XML100_2173_20.vrp,101,,,15367.0,,14,,0,0.005383240999435657,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07585675900008937
XML100_2173_21,XML,cvrplib/XML/XML100_2173_21.vrp,101,,,13591.0,,11,,0,0.005149767999682808,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08098764999976993
XML100_2173_22,XML,cvrplib/XML/XML100_2173_22.vrp,101,,,12949.0,,9,,0,0.00587420200008637,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07761806300004537
XML100_2173_23,XML,cvrplib/XML/XML100_2173_23.vrp,101,,,14580.0,,13,,0,0.004219806000037352,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07671031300014874
XML100_2173_24,XML,cvrplib/XML/XML100_2173_24.vrp,101,,,16511.0,,14,,0,0.005701998000404274,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0807480339999529
XML100_2173_25,XML,cvrplib/XML/XML100_2173_25.vrp,101,,,13793.0,,11,,0,0.004317194000577729,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06895000500026072
XML100_2173_26,XML,cvrplib/XML/XML100_2173_26.vrp,101,,,16103.0,,14,,0,0.00612392200036993,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07702807199984818
XML100_2173_27,XML,cvrplib/XML/XML100_2173_27.vrp,101,,,12969.0,,10,,0,0.004864732999521948,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07251903199994558
XML100_2174_01,XML,cvrplib/XML/XML100_2174_01.vrp,101,,,11836.0,,8,,0,0.004813323999769636,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07169289400007983
XML100_2174_02,XML,cvrplib/XML/XML100_2174_02.vrp,101,,,11352.0,,9,,0,0.005112454000482103,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07808358300007967
XML100_2174_03,XML,cvrplib/XML/XML100_2174_03.vrp,101,,,10723.0,,7,,0,0.005333005000466073,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07249904200034507
XML100_2174_05,XML,cvrplib/XML/XML100_2174_05.vrp,101,,,11813.0,,7,,0,0.005811118999190512,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0763437410005281
XML100_2174_04,XML,cvrplib/XML/XML100_2174_04.vrp,101,,,11878.0,,8,,0,0.004951169000378286,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07642567099992448
XML100_2174_06,XML,cvrplib/XML/XML100_2174_06.vrp,101,,,11287.0,,8,,0,0.00503997200030426,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07273729899952741
XML100_2174_07,XML,cvrplib/XML/XML100_2174_07.vrp,101,,,11664.0,,7,,0,0.005966478999653191,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0770080060001419
XML100_2174_08,XML,cvrplib/XML/XML100_2174_08.vrp,101,,,11319.0,,8,,0,0.005277135000142152,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07623306000004959
XML100_2174_09,XML,cvrplib/XML/XML100_2174_09.vrp,101,,,11397.0,,9,,0,0.0060422359993026475,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07289705000039248
XML100_2174_10,XML,cvrplib/XML/XML100_2174_10.vrp,101,,,11663.0,,8,,0,0.0048341050005547,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0735535579997304
XML100_2174_11,XML,cvrplib/XML/XML100_2174_11.vrp,101,,,11399.0,,8,,0,0.004738047000500956,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07150842800001556
XML100_2174_12,XML,cvrplib/XML/XML100_2174_12.vrp,101,,,11659.0,,8,,0,0.005722827000681718,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07080528900041827
XML100_2174_13,XML,cvrplib/XML/XML100_2174_13.vrp,101,,,11901.0,,9,,0,0.00618227500035573,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07088445299996238
XML100_2174_14,XML,cvrplib/XML/XML100_2174_14.vrp,101,,,11466.0,,9,,0,0.004651530000046478,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07282515200040507
XML100_2174_15,XML,cvrplib/XML/XML100_2174_15.vrp,101,,,11856.0,,7,,0,0.005887948999770742,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07354751299953932
XML100_2174_16,XML,cvrplib/XML/XML100_2174_16.vrp,101,,,10933.0,,8,,0,0.005398901000262413,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07194545999936963
XML100_2174_17,XML,cvrplib/XML/XML100_2174_17.vrp,101,,,10867.0,,7,,0,0.006234597000002395,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07238629199946445
XML100_2174_18,XML,cvrplib/XML/XML100_2174_18.vrp,101,,,12581.0,,10,,0,0.005849770000168064,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06803774299987708
XML100_2174_19,XML,cvrplib/XML/XML100_2174_19.vrp,101,,,12165.0,,8,,0,0.005876395000086632,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07320359999994253
XML100_2174_20,XML,cvrplib/XML/XML100_2174_20.vrp,101,,,12032.0,,11,,0,0.004210428999613214,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0746480320003684
XML100_2174_21,XML,cvrplib/XML/XML100_2174_21.vrp,101,,,11596.0,,7,,0,0.004666498999540636,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0771689069997592
XML100_2174_22,XML,cvrplib/XML/XML100_2174_22.vrp,101,,,11532.0,,8,,0,0.005843994000315433,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07999586799996905
XML100_2174_23,XML,cvrplib/XML/XML100_2174_23.vrp,101,,,10896.0,,7,,0,0.006375535000188393,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07454479599982733
XML100_2174_24,XML,cvrplib/XML/XML100_2174_24.vrp,101,,,11192.0,,8,,0,0.004228589999911492,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07212605400036409
XML100_2174_25,XML,cvrplib/XML/XML100_2174_25.vrp,101,,,10918.0,,7,,0,0.004836926000280073,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07717003699963243
XML100_2174_26,XML,cvrplib/XML/XML100_2174_26.vrp,101,,,11506.0,,7,,0,0.004124726000554801,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07487185300033161
XML100_2174_27,XML,cvrplib/XML/XML100_2174_27.vrp,101,,,10892.0,,7,,0,0.006138940000710136,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07469633699929545
XML100_2175_01,XML,cvrplib/XML/XML100_2175_01.vrp,101,,,11252.0,,7,,0,0.005782884999462112,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06866255000022647
XML100_2175_02,XML,cvrplib/XML/XML100_2175_02.vrp,101,,,11102.0,,8,,0,0.006208982999851287,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07027137099976244
XML100_2175_03,XML,cvrplib/XML/XML100_2175_03.vrp,101,,,10329.0,,5,,0,0.004272557000149391,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07315225000002101
XML100_2175_04,XML,cvrplib/XML/XML100_2175_04.vrp,101,,,9663.0,,6,,0,0.005195925999942119,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07842863699988811
XML100_2175_05,XML,cvrplib/XML/XML100_2175_05.vrp,101,,,10084.0,,6,,0,0.006291563000559108,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0788016480000806
XML100_2175_06,XML,cvrplib/XML/XML100_2175_06.vrp,101,,,9915.0,,5,,0,0.006144281000160845,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07753027600028872
XML100_2175_07,XML,cvrplib/XML/XML100_2175_07.vrp,101,,,10014.0,,6,,0,0.006273140000303101,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08381942699998035
XML100_2175_08,XML,cvrplib/XML/XML100_2175_08.vrp,101,,,10419.0,,5,,0,0.006747587000063504,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08010567400015134
XML100_2175_09,XML,cvrplib/XML/XML100_2175_09.vrp,101,,,9920.0,,6,,0,0.006086806000894285,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07573261099969386
XML100_2175_10,XML,cvrplib/XML/XML100_2175_10.vrp,101,,,9628.0,,5,,0,0.004155397999966226,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07901717599997937
XML100_2175_11,XML,cvrplib/XML/XML100_2175_11.vrp,101,,,11151.0,,6,,0,0.005815004999931261,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08053952800037223
XML100_2175_12,XML,cvrplib/XML/XML100_2175_12.vrp,101,,,10325.0,,7,,0,0.0053857140001127846,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07822399299948302
XML100_2175_14,XML,cvrplib/XML/XML100_2175_14.vrp,101,,,9633.0,,5,,0,0.0058885890002784436,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07593543999973917
XML100_2175_13,XML,cvrplib/XML/XML100_2175_13.vrp,101,,,10955.0,,7,,0,0.006017575000441866,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07942986600028235
XML100_2175_15,XML,cvrplib/XML/XML100_2175_15.vrp,101,,,10122.0,,5,,0,0.006114564999734284,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07768038399990473
XML100_2175_16,XML,cvrplib/XML/XML100_2175_16.vrp,101,,,10117.0,,6,,0,0.0047441249998882995,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07430543299960846
XML100_2175_17,XML,cvrplib/XML/XML100_2175_17.vrp,101,,,10616.0,,5,,0,0.005991290000565641,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07649182899967855
XML100_2175_18,XML,cvrplib/XML/XML100_2175_18.vrp,101,,,9751.0,,5,,0,0.006285981000473839,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08052172499992594
XML100_2175_19,XML,cvrplib/XML/XML100_2175_19.vrp,101,,,9533.0,,5,,0,0.0055018860002746806,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07772822000060842
XML100_2175_20,XML,cvrplib/XML/XML100_2175_20.vrp,101,,,10277.0,,5,,0,0.00415837000036845,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07924500500030263
XML100_2175_21,XML,cvrplib/XML/XML100_2175_21.vrp,101,,,11099.0,,7,,0,0.004775129999870842,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07812187700073991
XML100_2175_22,XML,cvrplib/XML/XML100_2175_22.vrp,101,,,9960.0,,5,,0,0.004362841000329354,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07939619900025718
XML100_2175_23,XML,cvrplib/XML/XML100_2175_23.vrp,101,,,10407.0,,5,,0,0.005868178000127955,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08194079700024304
XML100_2175_24,XML,cvrplib/XML/XML100_2175_24.vrp,101,,,9487.0,,5,,0,0.008573252000132925,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0808094970007005
XML100_2175_25,XML,cvrplib/XML/XML100_2175_25.vrp,101,,,10485.0,,5,,0,0.005135661000167602,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07652442300059192
XML100_2175_26,XML,cvrplib/XML/XML100_2175_26.vrp,101,,,9431.0,,5,,0,0.004109450000214565,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07707203999962076
XML100_2175_27,XML,cvrplib/XML/XML100_2175_27.vrp,101,,,10369.0,,5,,0,0.005577244000050996,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07835921500009135
XML100_2176_01,XML,cvrplib/XML/XML100_2176_01.vrp,101,,,9653.0,,4,,0,0.004440760999386839,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08046667200051161
XML100_2176_02,XML,cvrplib/XML/XML100_2176_02.vrp,101,,,9734.0,,4,,0,0.005550404000132403,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07313038400025107
XML100_2176_03,XML,cvrplib/XML/XML100_2176_03.vrp,101,,,9445.0,,4,,0,0.005484527000589878,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07763968400013255
XML100_2176_04,XML,cvrplib/XML/XML100_2176_04.vrp,101,,,9725.0,,4,,0,0.005814232000375341,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07682753199969738
XML100_2176_05,XML,cvrplib/XML/XML100_2176_05.vrp,101,,,8777.0,,3,,0,0.004126481000639615,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0742254619999585
XML100_2176_06,XML,cvrplib/XML/XML100_2176_06.vrp,101,,,8999.0,,3,,0,0.005662034999659227,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07718395099982445
XML100_2176_07,XML,cvrplib/XML/XML100_2176_07.vrp,101,,,8529.0,,3,,0,0.006483594000201265,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08139744500022061
XML100_2176_08,XML,cvrplib/XML/XML100_2176_08.vrp,101,,,8304.0,,3,,0,0.006507590000182972,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07698823099963192
XML100_2176_09,XML,cvrplib/XML/XML100_2176_09.vrp,101,,,9513.0,,4,,0,0.006416944999728003,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08709363700018002
XML100_2176_10,XML,cvrplib/XML/XML100_2176_10.vrp,101,,,10197.0,,4,,0,0.004190524000478035,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08079228099995817
XML100_2176_11,XML,cvrplib/XML/XML100_2176_11.vrp,101,,,9219.0,,3,,0,0.004519529999924998,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08047261299998354
XML100_2176_12,XML,cvrplib/XML/XML100_2176_12.vrp,101,,,8911.0,,3,,0,0.0051860599996871315,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07722184900012508
XML100_2176_13,XML,cvrplib/XML/XML100_2176_13.vrp,101,,,9416.0,,3,,0,0.006278926999584655,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08259840899972914
XML100_2176_14,XML,cvrplib/XML/XML100_2176_14.vrp,101,,,9073.0,,3,,0,0.00466123600017454,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07463277500028198
XML100_2176_15,XML,cvrplib/XML/XML100_2176_15.vrp,101,,,9231.0,,3,,0,0.00425787299991498,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07919032199970388
XML100_2176_16,XML,cvrplib/XML/XML100_2176_16.vrp,101,,,9391.0,,4,,0,0.006170671999825572,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07809648500006006
XML100_2176_17,XML,cvrplib/XML/XML100_2176_17.vrp,101,,,9655.0,,3,,0,0.006018676999701711,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07621656500032259
XML100_2176_18,XML,cvrplib/XML/XML100_2176_18.vrp,101,,,9161.0,,4,,0,0.006600495999919076,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07766594799977611
XML100_2176_19,XML,cvrplib/XML/XML100_2176_19.vrp,101,,,9605.0,,4,,0,0.005040392999944743,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08308799099995667
XML100_2176_20,XML,cvrplib/XML/XML100_2176_20.vrp,101,,,10164.0,,4,,0,0.006236623999939184,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07941039300021657
XML100_2176_21,XML,cvrplib/XML/XML100_2176_21.vrp,101,,,9257.0,,3,,0,0.0050816119992305175,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07720773999972153
XML100_2176_22,XML,cvrplib/XML/XML100_2176_22.vrp,101,,,8734.0,,3,,0,0.006166821000078926,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07677915099975507
XML100_2176_23,XML,cvrplib/XML/XML100_2176_23.vrp,101,,,9076.0,,3,,0,0.004285495000658557,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07494683400000213
XML100_2176_24,XML,cvrplib/XML/XML100_2176_24.vrp,101,,,9473.0,,4,,0,0.006499845000689675,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07977511399985815
XML100_2176_25,XML,cvrplib/XML/XML100_2176_25.vrp,101,,,8381.0,,3,,0,0.004246213999977044,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07228495499930432
XML100_2176_26,XML,cvrplib/XML/XML100_2176_26.vrp,101,,,9184.0,,4,,0,0.004805470000064815,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07836952999969071
XML100_2176_27,XML,cvrplib/XML/XML100_2176_27.vrp,101,,,9709.0,,4,,0,0.005137887999808299,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07829643700006272
XML100_2211_01,XML,cvrplib/XML/XML100_2211_01.vrp,101,,,23223.0,,34,,0,0.007168141999500222,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08213005299967335
XML100_2211_02,XML,cvrplib/XML/XML100_2211_02.vrp,101,,,15836.0,,25,,0,0.006861015000140469,0.0,0,True,True,clarke_wright_construction_only,ok,,0.078420873000141
XML100_2211_03,XML,cvrplib/XML/XML100_2211_03.vrp,101,,,22862.0,,34,,0,0.0052746629999091965,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0784033529998851
XML100_2211_04,XML,cvrplib/XML/XML100_2211_04.vrp,101,,,30344.0,,34,,0,0.004444938000233378,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07397744299942133
XML100_2211_05,XML,cvrplib/XML/XML100_2211_05.vrp,101,,,35581.0,,34,,0,0.00468203399941558,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07488203100001556
XML100_2211_06,XML,cvrplib/XML/XML100_2211_06.vrp,101,,,23476.0,,25,,0,0.004101796000213653,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07605017200057773
XML100_2211_07,XML,cvrplib/XML/XML100_2211_07.vrp,101,,,26929.0,,34,,0,0.0060969810001552105,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07785684999998921
XML100_2211_08,XML,cvrplib/XML/XML100_2211_08.vrp,101,,,19903.0,,25,,0,0.004826831999707792,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07537947300079395
XML100_2211_09,XML,cvrplib/XML/XML100_2211_09.vrp,101,,,19785.0,,26,,0,0.004826477000278828,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08058070999959455
XML100_2211_10,XML,cvrplib/XML/XML100_2211_10.vrp,101,,,29442.0,,34,,0,0.0052434330000323826,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0785823980004352
XML100_2211_11,XML,cvrplib/XML/XML100_2211_11.vrp,101,,,27406.0,,34,,0,0.0064548799991825945,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07929408000018157
XML100_2211_12,XML,cvrplib/XML/XML100_2211_12.vrp,101,,,19548.0,,34,,0,0.006524884000100428,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08580496600006882
XML100_2211_13,XML,cvrplib/XML/XML100_2211_13.vrp,101,,,17615.0,,25,,0,0.004194927999378706,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07788501999948494
XML100_2211_14,XML,cvrplib/XML/XML100_2211_14.vrp,101,,,20293.0,,25,,0,0.004634105999684834,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07880839599965839
XML100_2211_15,XML,cvrplib/XML/XML100_2211_15.vrp,101,,,25502.0,,34,,0,0.004549993999717117,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08059964200037939
XML100_2211_16,XML,cvrplib/XML/XML100_2211_16.vrp,101,,,27752.0,,34,,0,0.005937472000368871,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08142995600064751
XML100_2211_17,XML,cvrplib/XML/XML100_2211_17.vrp,101,,,26678.0,,34,,0,0.004091258000698872,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07506945499972062
XML100_2211_18,XML,cvrplib/XML/XML100_2211_18.vrp,101,,,26755.0,,34,,0,0.006464593000600871,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07918556999993598
XML100_2211_19,XML,cvrplib/XML/XML100_2211_19.vrp,101,,,18418.0,,25,,0,0.004743098999824724,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07352015200012829
XML100_2211_20,XML,cvrplib/XML/XML100_2211_20.vrp,101,,,25449.0,,34,,0,0.006793589999688265,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08078407800076093
XML100_2211_21,XML,cvrplib/XML/XML100_2211_21.vrp,101,,,20565.0,,34,,0,0.005939740000030724,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08060737699997844
XML100_2211_22,XML,cvrplib/XML/XML100_2211_22.vrp,101,,,20002.0,,25,,0,0.005428775999462232,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07037801100068464
XML100_2211_24,XML,cvrplib/XML/XML100_2211_24.vrp,101,,,26711.0,,34,,0,0.004266201000064029,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07543234499917162
XML100_2211_23,XML,cvrplib/XML/XML100_2211_23.vrp,101,,,33443.0,,34,,0,0.006403397000212863,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0776273890005541
XML100_2211_25,XML,cvrplib/XML/XML100_2211_25.vrp,101,,,23808.0,,34,,0,0.00435764299982111,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07477230799941026
XML100_2211_26,XML,cvrplib/XML/XML100_2211_26.vrp,101,,,20838.0,,25,,0,0.006203662999723747,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07902753199959989
XML100_2211_27,XML,cvrplib/XML/XML100_2211_27.vrp,101,,,32271.0,,34,,0,0.007195402999968792,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07702041500033374
XML100_2212_01,XML,cvrplib/XML/XML100_2212_01.vrp,101,,,16809.0,,17,,0,0.006062041000404861,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07907415099998616
XML100_2212_02,XML,cvrplib/XML/XML100_2212_02.vrp,101,,,14874.0,,20,,0,0.006460206000156177,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08442193799965025
XML100_2212_03,XML,cvrplib/XML/XML100_2212_03.vrp,101,,,17002.0,,17,,0,0.004718784999568015,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08032574399931036
XML100_2212_04,XML,cvrplib/XML/XML100_2212_04.vrp,101,,,16267.0,,17,,0,0.006408367999938491,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07714322799984075
XML100_2212_05,XML,cvrplib/XML/XML100_2212_05.vrp,101,,,11248.0,,15,,0,0.0060148980001031305,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07532278400049108
XML100_2212_06,XML,cvrplib/XML/XML100_2212_06.vrp,101,,,13989.0,,17,,0,0.004375090000394266,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07617524400029652
XML100_2212_07,XML,cvrplib/XML/XML100_2212_07.vrp,101,,,17385.0,,15,,0,0.0058559700000841985,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07737115799955063
XML100_2212_09,XML,cvrplib/XML/XML100_2212_09.vrp,101,,,18808.0,,20,,0,0.005389782999372983,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07621382199977234
XML100_2212_08,XML,cvrplib/XML/XML100_2212_08.vrp,101,,,14411.0,,15,,0,0.00538878699990164,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07469137800035242
XML100_2212_10,XML,cvrplib/XML/XML100_2212_10.vrp,101,,,12940.0,,17,,0,0.0057104229999822564,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07449803600047744
XML100_2212_11,XML,cvrplib/XML/XML100_2212_11.vrp,101,,,19608.0,,20,,0,0.00539639500038902,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07449881200045638
XML100_2212_12,XML,cvrplib/XML/XML100_2212_12.vrp,101,,,14339.0,,17,,0,0.004274894999980461,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07867220799926145
XML100_2212_13,XML,cvrplib/XML/XML100_2212_13.vrp,101,,,17411.0,,17,,0,0.005658073000631703,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08112833099949057
XML100_2212_14,XML,cvrplib/XML/XML100_2212_14.vrp,101,,,17199.0,,17,,0,0.005870055999366741,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07928348199948232
