instance,subset,path,dimension,bks,bks_routes,cost,gap_pct,routes,route_gap,iterations,time,time_limit,seed,feasible,benchmark_feasible,mode,status,error,wall_time
XML100_1123_03,XML,cvrplib/XML/XML100_1123_03.vrp,101,,,18565.0,,11,,0,0.005060058000708523,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07217434199992567
XML100_1123_04,XML,cvrplib/XML/XML100_1123_04.vrp,101,,,15395.0,,12,,0,0.006170231999931275,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07805004799956805
XML100_1123_05,XML,cvrplib/XML/XML100_1123_05.vrp,101,,,17779.0,,13,,0,0.005224962999818672,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07408074099930673
XML100_1123_06,XML,cvrplib/XML/XML100_1123_06.vrp,101,,,19541.0,,12,,0,0.00514204899991455,0.0,0,True,True,clarke_wright_construction_only,ok,,0.10372910099977162
XML100_1123_07,XML,cvrplib/XML/XML100_1123_07.vrp,101,,,13956.0,,11,,0,0.005968528999801492,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07465114700062259
XML100_1123_08,XML,cvrplib/XML/XML100_1123_08.vrp,101,,,18328.0,,12,,0,0.005468693000693747,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07068766800057347
XML100_1123_09,XML,cvrplib/XML/XML100_1123_09.vrp,101,,,19569.0,,12,,0,0.004541429999335378,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0729724709999573
XML100_1123_10,XML,cvrplib/XML/XML100_1123_10.vrp,101,,,13027.0,,10,,0,0.0046616979998361785,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07624809599928994
XML100_1123_11,XML,cvrplib/XML/XML100_1123_11.vrp,101,,,15795.0,,9,,0,0.006725764000293566,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07457598600012716
XML100_1123_13,XML,cvrplib/XML/XML100_1123_13.vrp,101,,,16048.0,,12,,0,0.00596871400011878,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07315889099936612
XML100_1123_12,XML,cvrplib/XML/XML100_1123_12.vrp,101,,,16225.0,,10,,0,0.0052103009993516025,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08061172199995781
XML100_1123_15,XML,cvrplib/XML/XML100_1123_15.vrp,101,,,15591.0,,9,,0,0.006063418999474379,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07611937199999375
XML100_1123_14,XML,cvrplib/XML/XML100_1123_14.vrp,101,,,19792.0,,11,,0,0.0070209310006248415,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08392921399990882
XML100_1123_16,XML,cvrplib/XML/XML100_1123_16.vrp,101,,,19849.0,,12,,0,0.009292278999964765,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08568955000009737
XML100_1123_17,XML,cvrplib/XML/XML100_1123_17.vrp,101,,,14663.0,,10,,0,0.008265993000350136,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08356187899971701
XML100_1123_18,XML,cvrplib/XML/XML100_1123_18.vrp,101,,,16323.0,,9,,0,0.005589028000031249,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0778853709998657
XML100_1123_19,XML,cvrplib/XML/XML100_1123_19.vrp,101,,,19110.0,,10,,0,0.004770591000124114,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08433148099993559
XML100_1123_20,XML,cvrplib/XML/XML100_1123_20.vrp,101,,,16915.0,,11,,0,0.005402615000093647,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08323520500016457
XML100_1123_21,XML,cvrplib/XML/XML100_1123_21.vrp,101,,,15998.0,,9,,0,0.006033387000570656,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07727254800010996
XML100_1123_22,XML,cvrplib/XML/XML100_1123_22.vrp,101,,,19470.0,,12,,0,0.007533796999268816,0.0,0,True,True,clarke_wright_construction_only,ok,,0.09089668600063305
XML100_1123_23,XML,cvrplib/XML/XML100_1123_23.vrp,101,,,17494.0,,9,,0,0.004239308999785862,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08803648599950975
XML100_1123_24,XML,cvrplib/XML/XML100_1123_24.vrp,101,,,19535.0,,13,,0,0.006691518999105028,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08306914399963716
XML100_1123_25,XML,cvrplib/XML/XML100_1123_25.vrp,101,,,13870.0,,10,,0,0.004970882000634447,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08810404599989852
XML100_1123_26,XML,cvrplib/XML/XML100_1123_26.vrp,101,,,18042.0,,11,,0,0.007704883999394951,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08377678700071556
XML100_1123_27,XML,cvrplib/XML/XML100_1123_27.vrp,101,,,12954.0,,11,,0,0.007191540999883728,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07657023100000515
XML100_1124_02,XML,cvrplib/XML/XML100_1124_02.vrp,101,,,13073.0,,8,,0,0.00442495900006179,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08119693299977371
XML100_1124_01,XML,cvrplib/XML/XML100_1124_01.vrp,101,,,11413.0,,7,,0,0.006031091999830096,0.0,0,True,True,clarke_wright_construction_only,ok,,0.09729512600006274
XML100_1124_03,XML,cvrplib/XML/XML100_1124_03.vrp,101,,,14194.0,,8,,0,0.012019689000226208,0.0,0,True,True,clarke_wright_construction_only,ok,,0.09538981599962426
XML100_1124_04,XML,cvrplib/XML/XML100_1124_04.vrp,101,,,16147.0,,9,,0,0.006939611000234436,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08415645199966093
XML100_1124_06,XML,cvrplib/XML/XML100_1124_06.vrp,101,,,11896.0,,7,,0,0.005696627999896009,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07136567100042157
XML100_1124_05,XML,cvrplib/XML/XML100_1124_05.vrp,101,,,12749.0,,7,,0,0.005353655999897455,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07357523400060018
XML100_1124_08,XML,cvrplib/XML/XML100_1124_08.vrp,101,,,12488.0,,8,,0,0.004193597000266891,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06689854999967793
XML100_1124_07,XML,cvrplib/XML/XML100_1124_07.vrp,101,,,12721.0,,7,,0,0.006735714000569715,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07262180599991552
XML100_1124_09,XML,cvrplib/XML/XML100_1124_09.vrp,101,,,13219.0,,9,,0,0.005544511000152852,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07424553500004549
XML100_1124_10,XML,cvrplib/XML/XML100_1124_10.vrp,101,,,14030.0,,8,,0,0.0041395270000066375,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0753092380000453
XML100_1124_12,XML,cvrplib/XML/XML100_1124_12.vrp,101,,,14860.0,,7,,0,0.005477722999785328,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07084029399993597
XML100_1124_11,XML,cvrplib/XML/XML100_1124_11.vrp,101,,,13591.0,,8,,0,0.005640803000460437,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07413464700039185
XML100_1124_13,XML,cvrplib/XML/XML100_1124_13.vrp,101,,,14962.0,,8,,0,0.005035814999246213,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06792135300020163
XML100_1124_14,XML,cvrplib/XML/XML100_1124_14.vrp,101,,,12453.0,,9,,0,0.005807713999274711,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07362568100052158
XML100_1124_15,XML,cvrplib/XML/XML100_1124_15.vrp,101,,,16002.0,,9,,0,0.00566140200044174,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0695385549997809
XML100_1124_16,XML,cvrplib/XML/XML100_1124_16.vrp,101,,,13035.0,,8,,0,0.0059747579998656875,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06735536999985925
XML100_1124_18,XML,cvrplib/XML/XML100_1124_18.vrp,101,,,14156.0,,7,,0,0.005873568999959389,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06691325599967968
XML100_1124_17,XML,cvrplib/XML/XML100_1124_17.vrp,101,,,10980.0,,7,,0,0.005987499999719148,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06953824999982317
XML100_1124_19,XML,cvrplib/XML/XML100_1124_19.vrp,101,,,11858.0,,8,,0,0.004788303000168526,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06369914599963522
XML100_1124_20,XML,cvrplib/XML/XML100_1124_20.vrp,101,,,15080.0,,7,,0,0.005865336000169918,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0667731889998322
XML100_1124_21,XML,cvrplib/XML/XML100_1124_21.vrp,101,,,11304.0,,7,,0,0.004285043999516347,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06746978299997863
XML100_1124_22,XML,cvrplib/XML/XML100_1124_22.vrp,101,,,12453.0,,8,,0,0.004525784000179556,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06982277999941289
XML100_1124_24,XML,cvrplib/XML/XML100_1124_24.vrp,101,,,14087.0,,8,,0,0.007065142999636009,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06987492799999018
XML100_1124_23,XML,cvrplib/XML/XML100_1124_23.vrp,101,,,12272.0,,7,,0,0.004256740000528225,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07180922699990333
XML100_1124_26,XML,cvrplib/XML/XML100_1124_26.vrp,101,,,11731.0,,7,,0,0.004531920999397698,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06837699900006555
XML100_1124_25,XML,cvrplib/XML/XML100_1124_25.vrp,101,,,12797.0,,8,,0,0.004806711999663094,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06974566299959406
XML100_1124_27,XML,cvrplib/XML/XML100_1124_27.vrp,101,,,14135.0,,8,,0,0.004499019999457232,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0725192079999033
XML100_1125_01,XML,cvrplib/XML/XML100_1125_01.vrp,101,,,10391.0,,6,,0,0.0051578250004240545,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07038297200051602
XML100_1125_02,XML,cvrplib/XML/XML100_1125_02.vrp,101,,,10937.0,,6,,0,0.00627705200076889,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06858252999973047
XML100_1125_03,XML,cvrplib/XML/XML100_1125_03.vrp,101,,,11114.0,,5,,0,0.004303804999835847,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06684367500020016
XML100_1125_05,XML,cvrplib/XML/XML100_1125_05.vrp,101,,,10138.0,,5,,0,0.004248156999892672,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06728487600048538
XML100_1125_04,XML,cvrplib/XML/XML100_1125_04.vrp,101,,,13055.0,,6,,0,0.00658912800008693,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07152077199953055
XML100_1125_06,XML,cvrplib/XML/XML100_1125_06.vrp,101,,,13409.0,,6,,0,0.004300274000343052,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06974879100016551
XML100_1125_07,XML,cvrplib/XML/XML100_1125_07.vrp,101,,,11540.0,,5,,0,0.0047188730004563695,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07316490199991676
XML100_1125_08,XML,cvrplib/XML/XML100_1125_08.vrp,101,,,12215.0,,5,,0,0.004342739999628975,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06967966899992462
XML100_1125_09,XML,cvrplib/XML/XML100_1125_09.vrp,101,,,12047.0,,5,,0,0.004819218999728037,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0742743659993721
XML100_1125_10,XML,cvrplib/XML/XML100_1125_10.vrp,101,,,11499.0,,5,,0,0.005103833999783092,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07207244099936361
XML100_1125_11,XML,cvrplib/XML/XML100_1125_11.vrp,101,,,12917.0,,6,,0,0.004585982000207878,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07578438300060952
XML100_1125_12,XML,cvrplib/XML/XML100_1125_12.vrp,101,,,10193.0,,5,,0,0.004298021999602497,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06839327199941181
XML100_1125_13,XML,cvrplib/XML/XML100_1125_13.vrp,101,,,11490.0,,7,,0,0.004117943999517593,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06826328000079229
XML100_1125_14,XML,cvrplib/XML/XML100_1125_14.vrp,101,,,12312.0,,6,,0,0.004626257000381884,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07156763300008606
XML100_1125_15,XML,cvrplib/XML/XML100_1125_15.vrp,101,,,12172.0,,6,,0,0.006566528999428556,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07253753899931326
XML100_1125_16,XML,cvrplib/XML/XML100_1125_16.vrp,101,,,13179.0,,6,,0,0.0052358920002006926,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07250152799952048
XML100_1125_17,XML,cvrplib/XML/XML100_1125_17.vrp,101,,,12601.0,,6,,0,0.005567291000261321,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07281696799964266
XML100_1125_18,XML,cvrplib/XML/XML100_1125_18.vrp,101,,,11720.0,,6,,0,0.0057995979996121605,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07699733499975991
XML100_1125_19,XML,cvrplib/XML/XML100_1125_19.vrp,101,,,12982.0,,6,,0,0.0050257839993719244,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07560265099982644
XML100_1125_20,XML,cvrplib/XML/XML100_1125_20.vrp,101,,,12674.0,,6,,0,0.0059813809994011535,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07752837699990778
XML100_1125_21,XML,cvrplib/XML/XML100_1125_21.vrp,101,,,13151.0,,5,,0,0.005833817999700841,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07165063899992674
XML100_1125_22,XML,cvrplib/XML/XML100_1125_22.vrp,101,,,11134.0,,5,,0,0.005447446999824024,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07296181399942725
XML100_1125_23,XML,cvrplib/XML/XML100_1125_23.vrp,101,,,11250.0,,6,,0,0.004173629999968398,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07695026900000812
XML100_1125_24,XML,cvrplib/XML/XML100_1125_24.vrp,101,,,11221.0,,5,,0,0.004369287999907101,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07569905200034555
XML100_1125_25,XML,cvrplib/XML/XML100_1125_25.vrp,101,,,10386.0,,6,,0,0.005121736000546662,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07603270100025838
XML100_1125_26,XML,cvrplib/XML/XML100_1125_26.vrp,101,,,9627.0,,5,,0,0.004950519999511016,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07332195100025274
XML100_1125_27,XML,cvrplib/XML/XML100_1125_27.vrp,101,,,12216.0,,5,,0,0.005070784000054118,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07365277100052481
XML100_1126_01,XML,cvrplib/XML/XML100_1126_01.vrp,101,,,9144.0,,3,,0,0.006768760999875667,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07622416599951976
XML100_1126_02,XML,cvrplib/XML/XML100_1126_02.vrp,101,,,9774.0,,3,,0,0.004831752000427514,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07050862699998106
XML100_1126_04,XML,cvrplib/XML/XML100_1126_04.vrp,101,,,9205.0,,3,,0,0.0059499340004549595,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07582463900052971
XML100_1126_03,XML,cvrplib/XML/XML100_1126_03.vrp,101,,,9919.0,,3,,0,0.004955407000124978,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07778873600000225
XML100_1126_06,XML,cvrplib/XML/XML100_1126_06.vrp,101,,,9392.0,,3,,0,0.00579170599939971,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07381704700037517
XML100_1126_05,XML,cvrplib/XML/XML100_1126_05.vrp,101,,,9153.0,,3,,0,0.005149382999661611,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07047424699976546
XML100_1126_07,XML,cvrplib/XML/XML100_1126_07.vrp,101,,,10132.0,,3,,0,0.007044170999506605,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06883890999961295
XML100_1126_08,XML,cvrplib/XML/XML100_1126_08.vrp,101,,,9973.0,,3,,0,0.005102772000100231,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07369339500019123
XML100_1126_09,XML,cvrplib/XML/XML100_1126_09.vrp,101,,,9246.0,,3,,0,0.004312893999667722,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07231275499998446
XML100_1126_10,XML,cvrplib/XML/XML100_1126_10.vrp,101,,,9326.0,,4,,0,0.004399360999741475,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07029164100003982
XML100_1126_12,XML,cvrplib/XML/XML100_1126_12.vrp,101,,,11727.0,,4,,0,0.004862628000410041,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06882315299935726
XML100_1126_11,XML,cvrplib/XML/XML100_1126_11.vrp,101,,,8552.0,,3,,0,0.0045257479996507755,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06847250200007693
XML100_1126_14,XML,cvrplib/XML/XML100_1126_14.vrp,101,,,10328.0,,4,,0,0.004540301000815816,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06827761900058249
XML100_1126_13,XML,cvrplib/XML/XML100_1126_13.vrp,101,,,9553.0,,4,,0,0.00663698900007148,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07633675799934281
XML100_1126_15,XML,cvrplib/XML/XML100_1126_15.vrp,101,,,10637.0,,3,,0,0.005804635999993479,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07118497699957516
XML100_1126_16,XML,cvrplib/XML/XML100_1126_16.vrp,101,,,8796.0,,3,,0,0.005837595000230067,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0694605100006811
XML100_1126_17,XML,cvrplib/XML/XML100_1126_17.vrp,101,,,11194.0,,4,,0,0.005625966000479821,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06565337399933924
XML100_1126_18,XML,cvrplib/XML/XML100_1126_18.vrp,101,,,10241.0,,3,,0,0.005795955999928992,0.0,0,True,True,clarke_wright_construction_only,ok,,0.068787357000474
XML100_1126_20,XML,cvrplib/XML/XML100_1126_20.vrp,101,,,9780.0,,3,,0,0.005669670999850496,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07179454600009194
XML100_1126_19,XML,cvrplib/XML/XML100_1126_19.vrp,101,,,8929.0,,3,,0,0.0047828549995756475,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07306355799937592
XML100_1126_21,XML,cvrplib/XML/XML100_1126_21.vrp,101,,,10368.0,,4,,0,0.0049588069996389095,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07491106399993441
XML100_1126_22,XML,cvrplib/XML/XML100_1126_22.vrp,101,,,9197.0,,3,,0,0.005818247999741288,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07321434599998611
XML100_1126_23,XML,cvrplib/XML/XML100_1126_23.vrp,101,,,9305.0,,3,,0,0.004356733000349777,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07206441600010294
XML100_1126_24,XML,cvrplib/XML/XML100_1126_24.vrp,101,,,9471.0,,4,,0,0.005153394999979355,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07340294000005088
XML100_1126_25,XML,cvrplib/XML/XML100_1126_25.vrp,101,,,9573.0,,3,,0,0.00609200899998541,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07459896299951652
XML100_1126_26,XML,cvrplib/XML/XML100_1126_26.vrp,101,,,9511.0,,3,,0,0.00598703099967679,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07337083799939137
XML100_1131_01,XML,cvrplib/XML/XML100_1131_01.vrp,101,,,47872.0,,33,,0,0.004465042999981961,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0730041020005956
XML100_1126_27,XML,cvrplib/XML/XML100_1126_27.vrp,101,,,9535.0,,3,,0,0.007378857000730932,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07696048599973437
XML100_1131_02,XML,cvrplib/XML/XML100_1131_02.vrp,101,,,32036.0,,31,,0,0.004355434999524732,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07045785299942509
XML100_1131_03,XML,cvrplib/XML/XML100_1131_03.vrp,101,,,24642.0,,22,,0,0.006574431000444747,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07920594200004416
XML100_1131_04,XML,cvrplib/XML/XML100_1131_04.vrp,101,,,26575.0,,24,,0,0.005743059999986144,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06878838800002995
XML100_1131_05,XML,cvrplib/XML/XML100_1131_05.vrp,101,,,30777.0,,30,,0,0.005097940999803541,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0691268870004933
XML100_1131_06,XML,cvrplib/XML/XML100_1131_06.vrp,101,,,34477.0,,25,,0,0.004889709000053699,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06880432700017991
XML100_1131_07,XML,cvrplib/XML/XML100_1131_07.vrp,101,,,38762.0,,29,,0,0.004707629999757046,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07057366000026377
XML100_1131_08,XML,cvrplib/XML/XML100_1131_08.vrp,101,,,27122.0,,27,,0,0.005913584999689192,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0699389829997017
XML100_1131_09,XML,cvrplib/XML/XML100_1131_09.vrp,101,,,44844.0,,29,,0,0.006031451999660931,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0750709519998054
XML100_1131_10,XML,cvrplib/XML/XML100_1131_10.vrp,101,,,31989.0,,25,,0,0.004331412000283308,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0697515800002293
XML100_1131_11,XML,cvrplib/XML/XML100_1131_11.vrp,101,,,27746.0,,24,,0,0.004456086000573123,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07519081899954472
XML100_1131_12,XML,cvrplib/XML/XML100_1131_12.vrp,101,,,33911.0,,24,,0,0.005301406999933533,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0672270880004362
XML100_1131_13,XML,cvrplib/XML/XML100_1131_13.vrp,101,,,31090.0,,23,,0,0.004885084000306961,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06672175400035485
XML100_1131_14,XML,cvrplib/XML/XML100_1131_14.vrp,101,,,33427.0,,30,,0,0.004247099000167509,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06757724099952611
XML100_1131_15,XML,cvrplib/XML/XML100_1131_15.vrp,101,,,23161.0,,22,,0,0.0044319540002106805,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07215254899983847
XML100_1131_16,XML,cvrplib/XML/XML100_1131_16.vrp,101,,,39961.0,,34,,0,0.005648002000270935,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07643654700041225
XML100_1131_17,XML,cvrplib/XML/XML100_1131_17.vrp,101,,,41643.0,,26,,0,0.004286332999981823,0.0,0,True,True,clarke_wright_construction_only,ok,,0.0744755220002844
XML100_1131_18,XML,cvrplib/XML/XML100_1131_18.vrp,101,,,30635.0,,25,,0,0.006005080000250018,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07599002099959762
XML100_1131_19,XML,cvrplib/XML/XML100_1131_19.vrp,101,,,30953.0,,23,,0,0.004702155000813946,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07217150299948116
XML100_1131_20,XML,cvrplib/XML/XML100_1131_20.vrp,101,,,48931.0,,32,,0,0.005435170000055223,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07004300299922761
XML100_1131_21,XML,cvrplib/XML/XML100_1131_21.vrp,101,,,52821.0,,35,,0,0.004466535000574368,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07254347000070993
XML100_1131_22,XML,cvrplib/XML/XML100_1131_22.vrp,101,,,40860.0,,26,,0,0.0063165439996737405,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07712732900017727
XML100_1131_23,XML,cvrplib/XML/XML100_1131_23.vrp,101,,,31329.0,,27,,0,0.0042587019997881725,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07411221100028342
XML100_1131_24,XML,cvrplib/XML/XML100_1131_24.vrp,101,,,32413.0,,24,,0,0.0050342659997113515,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07796472399968479
XML100_1131_25,XML,cvrplib/XML/XML100_1131_25.vrp,101,,,27776.0,,27,,0,0.0050804420006898,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07569611400049325
XML100_1131_26,XML,cvrplib/XML/XML100_1131_26.vrp,101,,,23592.0,,24,,0,0.00516378700012865,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07063484099944617
XML100_1131_27,XML,cvrplib/XML/XML100_1131_27.vrp,101,,,28717.0,,25,,0,0.006595081000341452,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08100083200042718
XML100_1132_01,XML,cvrplib/XML/XML100_1132_01.vrp,101,,,31930.0,,20,,0,0.00465583500044886,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07278147599936347
XML100_1132_02,XML,cvrplib/XML/XML100_1132_02.vrp,101,,,20343.0,,17,,0,0.006110028999501083,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07667836200016609
XML100_1132_03,XML,cvrplib/XML/XML100_1132_03.vrp,101,,,28013.0,,20,,0,0.004524124999988999,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07126696100021945
XML100_1132_04,XML,cvrplib/XML/XML100_1132_04.vrp,101,,,23575.0,,15,,0,0.004220150000037393,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07340129699969111
XML100_1132_05,XML,cvrplib/XML/XML100_1132_05.vrp,101,,,19163.0,,16,,0,0.0056464889994458645,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07106880900028045
XML100_1132_06,XML,cvrplib/XML/XML100_1132_06.vrp,101,,,23991.0,,14,,0,0.005152380999788875,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07032411199998023
XML100_1132_07,XML,cvrplib/XML/XML100_1132_07.vrp,101,,,21252.0,,19,,0,0.0053988239997124765,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06472801099971548
XML100_1132_08,XML,cvrplib/XML/XML100_1132_08.vrp,101,,,21213.0,,16,,0,0.007033255999886023,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07793555199987168
XML100_1132_09,XML,cvrplib/XML/XML100_1132_09.vrp,101,,,26103.0,,17,,0,0.005840716999955475,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07456446099968161
XML100_1132_10,XML,cvrplib/XML/XML100_1132_10.vrp,101,,,23134.0,,20,,0,0.005647146000228531,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07388465799976984
XML100_1132_11,XML,cvrplib/XML/XML100_1132_11.vrp,101,,,19006.0,,16,,0,0.0063744799999767565,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07031665700014855
XML100_1132_12,XML,cvrplib/XML/XML100_1132_12.vrp,101,,,18984.0,,14,,0,0.004136292000112007,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06856604999939009
XML100_1132_13,XML,cvrplib/XML/XML100_1132_13.vrp,101,,,31848.0,,20,,0,0.004327311999986705,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06606453199947282
XML100_1132_14,XML,cvrplib/XML/XML100_1132_14.vrp,101,,,19316.0,,14,,0,0.0058258859999114065,0.0,0,True,True,clarke_wright_construction_only,ok,,0.07490608399984922
XML100_1132_16,XML,cvrplib/XML/XML100_1132_16.vrp,101,,,27993.0,,16,,0,0.004345207000369555,0.0,0,True,True,clarke_wright_construction_only,ok,,0.06823764300042967
XML100_1132_15,XML,cvrplib/XML/XML100_1132_15.vrp,101,,,21202.0,,15,,0,0.005800179000289063,0.0,0,True,True,clarke_wright_construction_only,ok,,0.08010340100008762
