instance,subset,dimension,runs,bks,bks_routes,route_gap,best_cost,best_gap_pct,mean_gap_pct,median_gap_pct,std_gap_pct,mean_cost,std_cost,mean_time,mean_iterations,best_source,reference_status
XML100_1231_23,XML,101,1,,,,30424.0,,,,0.0,30424.0,0.0,0.005847661999723641,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1231_24,XML,101,1,,,,44992.0,,,,0.0,44992.0,0.0,0.005674342999554938,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1231_25,XML,101,1,,,,26095.0,,,,0.0,26095.0,0.0,0.005170497000108298,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1231_26,XML,101,1,,,,25046.0,,,,0.0,25046.0,0.0,0.0044386630006556516,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1231_27,XML,101,1,,,,19861.0,,,,0.0,19861.0,0.0,0.004307555000195862,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_01,XML,101,1,,,,15092.0,,,,0.0,15092.0,0.0,0.006720225999742979,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_02,XML,101,1,,,,20465.0,,,,0.0,20465.0,0.0,0.004324165999605611,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_03,XML,101,1,,,,17907.0,,,,0.0,17907.0,0.0,0.00634917699971993,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_04,XML,101,1,,,,21970.0,,,,0.0,21970.0,0.0,0.005686565000360133,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_05,XML,101,1,,,,19954.0,,,,0.0,19954.0,0.0,0.005356687999665155,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_06,XML,101,1,,,,26384.0,,,,0.0,26384.0,0.0,0.00506231100007426,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_07,XML,101,1,,,,19573.0,,,,0.0,19573.0,0.0,0.0063526249996357365,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_08,XML,101,1,,,,22952.0,,,,0.0,22952.0,0.0,0.004743807000522793,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_09,XML,101,1,,,,21348.0,,,,0.0,21348.0,0.0,0.005778221999207744,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_10,XML,101,1,,,,21051.0,,,,0.0,21051.0,0.0,0.005656190000081551,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_11,XML,101,1,,,,19592.0,,,,0.0,19592.0,0.0,0.004411580000123649,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_12,XML,101,1,,,,11584.0,,,,0.0,11584.0,0.0,0.005623048999950697,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_13,XML,101,1,,,,22546.0,,,,0.0,22546.0,0.0,0.004663611000069068,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_14,XML,101,1,,,,24034.0,,,,0.0,24034.0,0.0,0.004303144000004977,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_15,XML,101,1,,,,21448.0,,,,0.0,21448.0,0.0,0.004408150000017486,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_16,XML,101,1,,,,26766.0,,,,0.0,26766.0,0.0,0.005063192999841704,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_17,XML,101,1,,,,21674.0,,,,0.0,21674.0,0.0,0.005795862000013585,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_18,XML,101,1,,,,24146.0,,,,0.0,24146.0,0.0,0.0055948879999050405,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_19,XML,101,1,,,,16168.0,,,,0.0,16168.0,0.0,0.005465268999614636,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_20,XML,101,1,,,,18770.0,,,,0.0,18770.0,0.0,0.0043303009997543995,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_21,XML,101,1,,,,21301.0,,,,0.0,21301.0,0.0,0.004269843000656692,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_22,XML,101,1,,,,19477.0,,,,0.0,19477.0,0.0,0.005002232000151707,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_23,XML,101,1,,,,21042.0,,,,0.0,21042.0,0.0,0.004063817000314884,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_24,XML,101,1,,,,18180.0,,,,0.0,18180.0,0.0,0.004207251000480028,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_25,XML,101,1,,,,23874.0,,,,0.0,23874.0,0.0,0.005365650999920035,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_26,XML,101,1,,,,27379.0,,,,0.0,27379.0,0.0,0.004522942000221519,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1232_27,XML,101,1,,,,20601.0,,,,0.0,20601.0,0.0,0.0045890990004409105,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_01,XML,101,1,,,,19245.0,,,,0.0,19245.0,0.0,0.0041094839998550015,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_02,XML,101,1,,,,10736.0,,,,0.0,10736.0,0.0,0.004163003000030585,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_03,XML,101,1,,,,11981.0,,,,0.0,11981.0,0.0,0.004053487000419409,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_04,XML,101,1,,,,15252.0,,,,0.0,15252.0,0.0,0.005938141000115138,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_05,XML,101,1,,,,13472.0,,,,0.0,13472.0,0.0,0.0055259390001083375,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_06,XML,101,1,,,,7904.0,,,,0.0,7904.0,0.0,0.005721422000533494,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_07,XML,101,1,,,,14336.0,,,,0.0,14336.0,0.0,0.0048348150003221235,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_08,XML,101,1,,,,21367.0,,,,0.0,21367.0,0.0,0.005268615000204591,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_09,XML,101,1,,,,14710.0,,,,0.0,14710.0,0.0,0.0054269060001388425,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_10,XML,101,1,,,,11575.0,,,,0.0,11575.0,0.0,0.00568786599978921,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_11,XML,101,1,,,,5407.0,,,,0.0,5407.0,0.0,0.005485981000674656,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_12,XML,101,1,,,,19146.0,,,,0.0,19146.0,0.0,0.006076461999327876,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_13,XML,101,1,,,,16323.0,,,,0.0,16323.0,0.0,0.004141200999583816,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_14,XML,101,1,,,,19668.0,,,,0.0,19668.0,0.0,0.004742283999803476,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_15,XML,101,1,,,,11929.0,,,,0.0,11929.0,0.0,0.005143719999978202,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_16,XML,101,1,,,,13378.0,,,,0.0,13378.0,0.0,0.005031057000451256,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_17,XML,101,1,,,,9813.0,,,,0.0,9813.0,0.0,0.004696231999332667,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_18,XML,101,1,,,,23078.0,,,,0.0,23078.0,0.0,0.004662424999878567,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_19,XML,101,1,,,,15065.0,,,,0.0,15065.0,0.0,0.004224623000482097,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_20,XML,101,1,,,,15747.0,,,,0.0,15747.0,0.0,0.0044563199999174685,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_21,XML,101,1,,,,14054.0,,,,0.0,14054.0,0.0,0.0048308599998563295,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_22,XML,101,1,,,,17146.0,,,,0.0,17146.0,0.0,0.0041511780000291765,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_23,XML,101,1,,,,14936.0,,,,0.0,14936.0,0.0,0.005295864000800066,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_24,XML,101,1,,,,11406.0,,,,0.0,11406.0,0.0,0.0046694279999428545,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_25,XML,101,1,,,,20127.0,,,,0.0,20127.0,0.0,0.0043493840003066,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_26,XML,101,1,,,,13050.0,,,,0.0,13050.0,0.0,0.007717104000221298,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1233_27,XML,101,1,,,,8181.0,,,,0.0,8181.0,0.0,0.005625767999845266,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_01,XML,101,1,,,,14234.0,,,,0.0,14234.0,0.0,0.0060669820004477515,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_02,XML,101,1,,,,17506.0,,,,0.0,17506.0,0.0,0.004230350999932853,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_03,XML,101,1,,,,9806.0,,,,0.0,9806.0,0.0,0.005765676000009989,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_04,XML,101,1,,,,17225.0,,,,0.0,17225.0,0.0,0.005714009000257647,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_05,XML,101,1,,,,10521.0,,,,0.0,10521.0,0.0,0.005786284000350861,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_06,XML,101,1,,,,13880.0,,,,0.0,13880.0,0.0,0.006365306000589044,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_07,XML,101,1,,,,15948.0,,,,0.0,15948.0,0.0,0.005260369000097853,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_08,XML,101,1,,,,13310.0,,,,0.0,13310.0,0.0,0.0051372739999351325,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_09,XML,101,1,,,,13580.0,,,,0.0,13580.0,0.0,0.0070443270005853265,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_10,XML,101,1,,,,11819.0,,,,0.0,11819.0,0.0,0.0044091279996791855,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_11,XML,101,1,,,,15204.0,,,,0.0,15204.0,0.0,0.004977943000085361,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_12,XML,101,1,,,,13674.0,,,,0.0,13674.0,0.0,0.005292851000376686,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_13,XML,101,1,,,,11306.0,,,,0.0,11306.0,0.0,0.006420183999580331,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_14,XML,101,1,,,,11253.0,,,,0.0,11253.0,0.0,0.004479935999370355,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_15,XML,101,1,,,,10424.0,,,,0.0,10424.0,0.0,0.004432025999449252,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_16,XML,101,1,,,,11592.0,,,,0.0,11592.0,0.0,0.0058111480002480675,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_17,XML,101,1,,,,11818.0,,,,0.0,11818.0,0.0,0.006662348999270762,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_18,XML,101,1,,,,13674.0,,,,0.0,13674.0,0.0,0.006843064999884518,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_19,XML,101,1,,,,12975.0,,,,0.0,12975.0,0.0,0.004663110000365123,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_20,XML,101,1,,,,9157.0,,,,0.0,9157.0,0.0,0.00434165699971345,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_21,XML,101,1,,,,12440.0,,,,0.0,12440.0,0.0,0.005433268999695429,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_22,XML,101,1,,,,13867.0,,,,0.0,13867.0,0.0,0.00691520300006232,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_23,XML,101,1,,,,11940.0,,,,0.0,11940.0,0.0,0.006011669000145048,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_24,XML,101,1,,,,8174.0,,,,0.0,8174.0,0.0,0.006078887000512623,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_25,XML,101,1,,,,12931.0,,,,0.0,12931.0,0.0,0.006074335999983305,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_26,XML,101,1,,,,10819.0,,,,0.0,10819.0,0.0,0.0058364199994684896,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1234_27,XML,101,1,,,,4183.0,,,,0.0,4183.0,0.0,0.005191979999835894,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_01,XML,101,1,,,,11552.0,,,,0.0,11552.0,0.0,0.0058758950008268584,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_02,XML,101,1,,,,9507.0,,,,0.0,9507.0,0.0,0.005654978000166011,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_03,XML,101,1,,,,10309.0,,,,0.0,10309.0,0.0,0.004272776000107115,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_04,XML,101,1,,,,9431.0,,,,0.0,9431.0,0.0,0.0065475130004415405,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_05,XML,101,1,,,,8880.0,,,,0.0,8880.0,0.0,0.006492715999229404,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_06,XML,101,1,,,,9212.0,,,,0.0,9212.0,0.0,0.004986277999705635,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_07,XML,101,1,,,,9432.0,,,,0.0,9432.0,0.0,0.004583865000313381,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_08,XML,101,1,,,,10901.0,,,,0.0,10901.0,0.0,0.004687255999670015,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_09,XML,101,1,,,,9116.0,,,,0.0,9116.0,0.0,0.0066002300000036485,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_10,XML,101,1,,,,6212.0,,,,0.0,6212.0,0.0,0.004783933999533474,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_11,XML,101,1,,,,8254.0,,,,0.0,8254.0,0.0,0.005006817999856139,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_12,XML,101,1,,,,8560.0,,,,0.0,8560.0,0.0,0.004352398999799334,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_13,XML,101,1,,,,7946.0,,,,0.0,7946.0,0.0,0.00568701200063515,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_14,XML,101,1,,,,11389.0,,,,0.0,11389.0,0.0,0.004354901000624523,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_15,XML,101,1,,,,7341.0,,,,0.0,7341.0,0.0,0.004915952000374091,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_16,XML,101,1,,,,7056.0,,,,0.0,7056.0,0.0,0.004806237000593683,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_17,XML,101,1,,,,8069.0,,,,0.0,8069.0,0.0,0.004823182999643905,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_18,XML,101,1,,,,12114.0,,,,0.0,12114.0,0.0,0.005894421999983024,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_19,XML,101,1,,,,8752.0,,,,0.0,8752.0,0.0,0.004708479999862902,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_20,XML,101,1,,,,9843.0,,,,0.0,9843.0,0.0,0.005303590999574226,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_21,XML,101,1,,,,12227.0,,,,0.0,12227.0,0.0,0.004252914000062447,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_22,XML,101,1,,,,10441.0,,,,0.0,10441.0,0.0,0.005135786000209919,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_23,XML,101,1,,,,10478.0,,,,0.0,10478.0,0.0,0.00601333499980683,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_24,XML,101,1,,,,5502.0,,,,0.0,5502.0,0.0,0.006455216000176733,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_25,XML,101,1,,,,9370.0,,,,0.0,9370.0,0.0,0.006224057000508765,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_26,XML,101,1,,,,7298.0,,,,0.0,7298.0,0.0,0.006451164999816683,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1235_27,XML,101,1,,,,8947.0,,,,0.0,8947.0,0.0,0.005937661000643857,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_01,XML,101,1,,,,8156.0,,,,0.0,8156.0,0.0,0.0060578120001082425,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_02,XML,101,1,,,,7529.0,,,,0.0,7529.0,0.0,0.005825375000313215,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_03,XML,101,1,,,,6326.0,,,,0.0,6326.0,0.0,0.0051194480001868214,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_04,XML,101,1,,,,6750.0,,,,0.0,6750.0,0.0,0.0043286829995849985,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_05,XML,101,1,,,,7619.0,,,,0.0,7619.0,0.0,0.004969157999767049,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_06,XML,101,1,,,,6883.0,,,,0.0,6883.0,0.0,0.005278765000184649,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_07,XML,101,1,,,,5649.0,,,,0.0,5649.0,0.0,0.005095262000395451,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_08,XML,101,1,,,,6021.0,,,,0.0,6021.0,0.0,0.004307962999519077,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_09,XML,101,1,,,,8525.0,,,,0.0,8525.0,0.0,0.005032395999478467,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_10,XML,101,1,,,,9104.0,,,,0.0,9104.0,0.0,0.004737643999760621,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_11,XML,101,1,,,,6577.0,,,,0.0,6577.0,0.0,0.006302355000116222,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_12,XML,101,1,,,,5552.0,,,,0.0,5552.0,0.0,0.004617280000275059,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_13,XML,101,1,,,,8764.0,,,,0.0,8764.0,0.0,0.00521697500062146,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_14,XML,101,1,,,,9972.0,,,,0.0,9972.0,0.0,0.004357094999249966,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_15,XML,101,1,,,,5825.0,,,,0.0,5825.0,0.0,0.00604412200027582,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_16,XML,101,1,,,,8219.0,,,,0.0,8219.0,0.0,0.007472281999980623,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_17,XML,101,1,,,,6680.0,,,,0.0,6680.0,0.0,0.006139191999864124,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_18,XML,101,1,,,,7034.0,,,,0.0,7034.0,0.0,0.006893302000207768,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_19,XML,101,1,,,,7591.0,,,,0.0,7591.0,0.0,0.004648610000003828,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_20,XML,101,1,,,,8156.0,,,,0.0,8156.0,0.0,0.005536659999961557,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_21,XML,101,1,,,,5909.0,,,,0.0,5909.0,0.0,0.005440728999928979,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_22,XML,101,1,,,,7166.0,,,,0.0,7166.0,0.0,0.004388112000015099,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_23,XML,101,1,,,,7260.0,,,,0.0,7260.0,0.0,0.004654163999475713,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_24,XML,101,1,,,,7558.0,,,,0.0,7558.0,0.0,0.005377320999286894,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_25,XML,101,1,,,,9286.0,,,,0.0,9286.0,0.0,0.005858487000296009,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_26,XML,101,1,,,,7093.0,,,,0.0,7093.0,0.0,0.005807427000036114,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1236_27,XML,101,1,,,,8707.0,,,,0.0,8707.0,0.0,0.006329251999886765,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_01,XML,101,1,,,,26932.0,,,,0.0,26932.0,0.0,0.00503496199962683,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_02,XML,101,1,,,,32320.0,,,,0.0,32320.0,0.0,0.004972753000402008,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_03,XML,101,1,,,,29624.0,,,,0.0,29624.0,0.0,0.00421880100020644,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_04,XML,101,1,,,,29420.0,,,,0.0,29420.0,0.0,0.004407147000165423,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_05,XML,101,1,,,,17174.0,,,,0.0,17174.0,0.0,0.006553024000822916,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_06,XML,101,1,,,,28449.0,,,,0.0,28449.0,0.0,0.005587583999840717,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_07,XML,101,1,,,,41469.0,,,,0.0,41469.0,0.0,0.005021781999857922,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_08,XML,101,1,,,,26824.0,,,,0.0,26824.0,0.0,0.00585833500008448,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_09,XML,101,1,,,,36947.0,,,,0.0,36947.0,0.0,0.004264395000063814,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_10,XML,101,1,,,,28031.0,,,,0.0,28031.0,0.0,0.005092557999887504,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_11,XML,101,1,,,,27437.0,,,,0.0,27437.0,0.0,0.005004231000384607,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_12,XML,101,1,,,,24075.0,,,,0.0,24075.0,0.0,0.006544568000208528,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_13,XML,101,1,,,,31640.0,,,,0.0,31640.0,0.0,0.004285632000573969,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_14,XML,101,1,,,,27878.0,,,,0.0,27878.0,0.0,0.004418105000695505,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_15,XML,101,1,,,,29005.0,,,,0.0,29005.0,0.0,0.004567834999761544,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_16,XML,101,1,,,,44424.0,,,,0.0,44424.0,0.0,0.006254896000427834,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_17,XML,101,1,,,,26614.0,,,,0.0,26614.0,0.0,0.00425128400001995,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_18,XML,101,1,,,,24401.0,,,,0.0,24401.0,0.0,0.006273842999689805,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_19,XML,101,1,,,,41090.0,,,,0.0,41090.0,0.0,0.0043443929998829844,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_20,XML,101,1,,,,23056.0,,,,0.0,23056.0,0.0,0.005581561999861151,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_21,XML,101,1,,,,27274.0,,,,0.0,27274.0,0.0,0.004266834000191011,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_22,XML,101,1,,,,39595.0,,,,0.0,39595.0,0.0,0.0056199849996119156,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_23,XML,101,1,,,,42251.0,,,,0.0,42251.0,0.0,0.004244826000103785,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_24,XML,101,1,,,,43630.0,,,,0.0,43630.0,0.0,0.004795290999936697,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_25,XML,101,1,,,,31874.0,,,,0.0,31874.0,0.0,0.004701692999333318,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_26,XML,101,1,,,,24092.0,,,,0.0,24092.0,0.0,0.0054997349998302525,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1241_27,XML,101,1,,,,35647.0,,,,0.0,35647.0,0.0,0.004366361000393226,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_01,XML,101,1,,,,16915.0,,,,0.0,16915.0,0.0,0.0064734630004750215,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_02,XML,101,1,,,,24497.0,,,,0.0,24497.0,0.0,0.005666347000442329,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_03,XML,101,1,,,,26160.0,,,,0.0,26160.0,0.0,0.004302039000322111,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_04,XML,101,1,,,,32826.0,,,,0.0,32826.0,0.0,0.004630305000318913,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_05,XML,101,1,,,,13295.0,,,,0.0,13295.0,0.0,0.005629999999655411,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_06,XML,101,1,,,,17642.0,,,,0.0,17642.0,0.0,0.004895392000435095,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_07,XML,101,1,,,,27235.0,,,,0.0,27235.0,0.0,0.004194866999569058,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_08,XML,101,1,,,,18477.0,,,,0.0,18477.0,0.0,0.005923007999626861,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_09,XML,101,1,,,,13954.0,,,,0.0,13954.0,0.0,0.005022242999984883,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_10,XML,101,1,,,,15330.0,,,,0.0,15330.0,0.0,0.005192542999793659,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_11,XML,101,1,,,,25268.0,,,,0.0,25268.0,0.0,0.004961011999512266,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_12,XML,101,1,,,,18162.0,,,,0.0,18162.0,0.0,0.005624028999591246,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_13,XML,101,1,,,,19615.0,,,,0.0,19615.0,0.0,0.004387231000691827,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_14,XML,101,1,,,,20658.0,,,,0.0,20658.0,0.0,0.005133943999680923,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_15,XML,101,1,,,,23708.0,,,,0.0,23708.0,0.0,0.005975541999760026,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_16,XML,101,1,,,,30599.0,,,,0.0,30599.0,0.0,0.0061034149994156905,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_17,XML,101,1,,,,28231.0,,,,0.0,28231.0,0.0,0.004264266000063799,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_18,XML,101,1,,,,27397.0,,,,0.0,27397.0,0.0,0.00481469499936793,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_19,XML,101,1,,,,19596.0,,,,0.0,19596.0,0.0,0.004386806999718829,0.0,full_experiment_seed0_final.csv,missing_sol
XML100_1242_20,XML,101,1,,,,28779.0,,,,0.0,28779.0,0.0,0.004477397999835375,0.0,full_experiment_seed0_final.csv,missing_sol
