root	parent_relative	subtree	allocated_bytes	git_commit	git_source	content_sha256	restore_command_template
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/268be87d-e742-4b14-8500-849c7649bfee	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/268be87d-e742-4b14-8500-849c7649bfee	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/579465a8-5425-46fd-a076-7c4cda5de296.checkpoint.a271329b	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/579465a8-5425-46fd-a076-7c4cda5de296.checkpoint.a271329b	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/579465a8-5425-46fd-a076-7c4cda5de296.checkpoint.a8335505	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/579465a8-5425-46fd-a076-7c4cda5de296.checkpoint.a8335505	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/579465a8-5425-46fd-a076-7c4cda5de296	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/579465a8-5425-46fd-a076-7c4cda5de296	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/5f31e5dc-5d96-4a25-a37e-cda04b960e6b.checkpoint.3dbd4ed4	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/5f31e5dc-5d96-4a25-a37e-cda04b960e6b.checkpoint.3dbd4ed4	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/5f31e5dc-5d96-4a25-a37e-cda04b960e6b.checkpoint.f4def44b	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/5f31e5dc-5d96-4a25-a37e-cda04b960e6b.checkpoint.f4def44b	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/5f31e5dc-5d96-4a25-a37e-cda04b960e6b	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/5f31e5dc-5d96-4a25-a37e-cda04b960e6b	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/6a7632b1-e84a-4f5a-a3ba-ec02ffc14f74.checkpoint.0ca34670	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/6a7632b1-e84a-4f5a-a3ba-ec02ffc14f74.checkpoint.0ca34670	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/6a7632b1-e84a-4f5a-a3ba-ec02ffc14f74.checkpoint.702650b7	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/6a7632b1-e84a-4f5a-a3ba-ec02ffc14f74.checkpoint.702650b7	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/943c0d2f-5ca7-41af-8f06-99e6dde40255.checkpoint.2fd97c1e	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/943c0d2f-5ca7-41af-8f06-99e6dde40255.checkpoint.2fd97c1e	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/943c0d2f-5ca7-41af-8f06-99e6dde40255.checkpoint.4584d9c5	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/943c0d2f-5ca7-41af-8f06-99e6dde40255.checkpoint.4584d9c5	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/943c0d2f-5ca7-41af-8f06-99e6dde40255	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/943c0d2f-5ca7-41af-8f06-99e6dde40255	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/98676170-43e4-4030-827c-4f334429aa55	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/98676170-43e4-4030-827c-4f334429aa55	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/9c36a33a-0903-491f-999f-e6275fa5c12d.checkpoint.2bca9325	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep01/on_compact/campaign/workspaces/9c36a33a-0903-491f-999f-e6275fa5c12d.checkpoint.2bca9325	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/champions/champion_v1	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/champions/champion_v1	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/034bc9ca-ced3-447e-9a88-bd4c8d3e9334.checkpoint.fe70ded4	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/034bc9ca-ced3-447e-9a88-bd4c8d3e9334.checkpoint.fe70ded4	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/5fee024e-85f9-425c-9056-23839f251ad7.checkpoint.d6504ef8	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/5fee024e-85f9-425c-9056-23839f251ad7.checkpoint.d6504ef8	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/5fee024e-85f9-425c-9056-23839f251ad7.checkpoint.e9e7cb4e	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/5fee024e-85f9-425c-9056-23839f251ad7.checkpoint.e9e7cb4e	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/5fee024e-85f9-425c-9056-23839f251ad7	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/5fee024e-85f9-425c-9056-23839f251ad7	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/b5e19c66-7450-4c30-b4be-3fc90360a17a.checkpoint.0d171344	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/b5e19c66-7450-4c30-b4be-3fc90360a17a.checkpoint.0d171344	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/b5e19c66-7450-4c30-b4be-3fc90360a17a.checkpoint.5a633c42	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/b5e19c66-7450-4c30-b4be-3fc90360a17a.checkpoint.5a633c42	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/b5e19c66-7450-4c30-b4be-3fc90360a17a	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/b5e19c66-7450-4c30-b4be-3fc90360a17a	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/bc56f528-ec4b-4556-b7f0-c953fbc35636.checkpoint.6a0f849f	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/bc56f528-ec4b-4556-b7f0-c953fbc35636.checkpoint.6a0f849f	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/bc56f528-ec4b-4556-b7f0-c953fbc35636.checkpoint.a284b9ce	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/bc56f528-ec4b-4556-b7f0-c953fbc35636.checkpoint.a284b9ce	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/bc56f528-ec4b-4556-b7f0-c953fbc35636	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/bc56f528-ec4b-4556-b7f0-c953fbc35636	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/e0b22a0b-0ca9-464f-bef7-2e8182b1b123.checkpoint.33204d52	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/e0b22a0b-0ca9-464f-bef7-2e8182b1b123.checkpoint.33204d52	tests	106496	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/tests	6421b91de97dcff6251ebfc4a2c6fac826b3bf9e622f0f3a9a3b51adcbb561a5	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
v04-warehouse-longrun-regression-3x24r-20260616T071323Z	rep02/on_compact/campaign/workspaces/e0b22a0b-0ca9-464f-bef7-2e8182b1b123.checkpoint.3b3971a8	data	9682944	f384884d4fe45d5f87cabdab193054b1f66e9c79	surrogate/data	e39d71899d6b96e6280b4ad0d8207960c6a393f0e0d6e35b5ad77e854d361ea3	git -C {repo} archive {git_commit} {git_source} | tar -x -C {experiment_root}/{root}/{parent_relative} --strip-components=1
