batch	absolute_path	deleted_logical_bytes	classification	validation_conclusion
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-projguard-76a3bccd-preflight-6r-gpt55-20260620T032757Z-claw	65263797	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-promptvis-f43f360b-preflight-6r-gpt55-20260620T065638Z-claw	65239830	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-protocoldetail-fdc7ec85-preflight-6r-gpt55-20260620T062233Z-claw	65241175	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-proxyfmt-ae9f71d3-preflight-6r-gpt55-20260619T213723Z-claw	65280751	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-qualityreason-bb629c12-preflight-6r-gpt55-20260620T054452Z-claw	65240906	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-ready-actionpreflight-6r-gpt55-6r-gpt55-20260618T145046Z-claw	65102230	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-ready-preflightguard2-6r-gpt55-20260618T134648Z-claw	65083277	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-reviewinputs-80164e50-preflight-6r-gpt55-20260620T071223Z-claw	65240637	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-runguardcontract-45cbec3a-preflight-6r-gpt55-20260620T002429Z-claw	65262774	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-runtimeev-3e0512f1-preflight-6r-gpt55-20260620T014618Z-claw	65260638	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-runtimeguard-576209e8-preflight-6r-gpt55-20260620T000946Z-claw	65257413	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-seedguard-2d0db1b6-preflight-6r-gpt55-20260620T004921Z-claw	65260566	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70guard-55c1aaf9-preflight-6r-gpt55-20260620T075129Z-claw	65328699	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-00e8e07b-preflight-6r-gpt55-20260620T085531Z-claw	65254737	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-27de4218-nocaps-aps0-preflight-6r-gpt55-20260620T111148Z-claw	65314846	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-2827b672-preflight-6r-gpt55-20260620T103302Z-claw	65263900	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-2cf20b0f-preflight-6r-gpt55-20260620T094851Z-claw	65259144	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-330b90e2-preflight-6r-gpt55-20260620T091333Z-claw	65254737	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-37feae79-nocaps-aps0-sourceheadroom-preflight-6r-gpt55-20260620T113041Z-claw	65320460	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-3f75860f-nocaps-aps0-sourceheadroom-codecap0-plannercap0-previewcap0-artifactcap0-reserve0-fullsurf-prompt96k-symbolcache-nonsolverfacts-preflight-6r-gpt55-20260620T135256Z-claw	65357758	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-44388e29-nocaps-preflight-6r-gpt55-20260620T104927Z-claw	65268665	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-480e6fd9-nocaps-aps0-sourceheadroom-codecap0-plannercap0-previewcap0-artifactcap0-reserve0-fullsurf-prompt96k-preflight-6r-gpt55-20260620T132115Z-claw	65347903	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-506f9423-nocaps-aps0-sourceheadroom-codecap0-plannercap0-previewcap0-preflight-6r-gpt55-20260620T122341Z-claw	65288224	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-5ae79470-preflight-6r-gpt55-20260620T084135Z-claw	65254737	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-63b8b353-preflight-6r-gpt55-20260620T092950Z-claw	65254737	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-73063089-nocaps-aps0-sourceheadroom-codecap0-plannercap0-previewcap0-artifactcap0-reserve0-fullsurf-prompt96k-symbolcache-nonsolverfacts-focusitems-feedbacksem-preflight-6r-gpt55-20260620T143930Z-claw	65319099	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-7389bba6-preflight-6r-gpt55-20260620T083153Z-claw	65254737	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-7468fbe4-nocaps-aps0-sourceheadroom-codecap0-plannercap0-previewcap0-artifactcap0-reserve0-fullsurf-prompt96k-symbolcache-preflight-6r-gpt55-20260620T133929Z-claw	65352283	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-7993da30-nocaps-aps0-sourceheadroom-codecap0-plannercap0-previewcap0-artifactcap0-preflight-6r-gpt55-20260620T123708Z-claw	65292215	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-8427fc84-nocaps-aps0-sourceheadroom-codecap0-plannercap0-previewcap0-artifactcap0-reserve0-preflight-6r-gpt55-20260620T124740Z-claw	65294986	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-8ba1f09d-nocaps-aps0-sourceheadroom-codecap0-plannercap0-previewcap0-artifactcap0-reserve0-fullsurf-prompt96k-symbolcache-nonsolverfacts-focusitems-preflight-6r-gpt55-20260620T140918Z-claw	65364703	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-9a81e10b-nocaps-aps0-sourceheadroom-codecap0-plannercap0-previewcap0-artifactcap0-reserve0-fullsurf-preflight-6r-gpt55-20260620T130253Z-claw	65344253	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-aa916783-nocaps-aps0-sourceheadroom-codecap0-preflight-6r-gpt55-20260620T115809Z-claw	65280632	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-c6f4eac0-nocaps-aps0-sourceheadroom-codecap0-plannercap0-previewcap0-artifactcap0-reserve0-fullsurf-prompt96k-symbolcache-nonsolverfacts-focusitems-gatesem-preflight-6r-gpt55-20260620T142827Z-claw	65317871	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-cb41c3c5-preflight-6r-gpt55-20260620T101240Z-claw	65263860	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-d32b2101-preflight-6r-gpt55-20260620T081449Z-claw	65254737	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-f010f383-nocaps-aps0-sourceheadroom-codecap0-plannercap0-preflight-6r-gpt55-20260620T121026Z-claw	65284484	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-size70hypctx-fb03204b-nocaps-aps0-sourceheadroom-codecap0-plannercap0-previewcap0-artifactcap0-reserve0-fullsurf-prompt96k-symbolcache-nonsolverfacts-focusitems-runtimebrief-preflight-6r-gpt55-20260620T144847Z-claw	65319497	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-sourceheadroom-cf8fb5a7-preflight-6r-gpt55-20260619T210116Z-claw	65282671	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-twooptdetail-5669a551-preflight-6r-gpt55-20260620T055856Z-claw	65240637	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-warehouse-v2-followup-twooptphaseimport-8ca17e34-preflight-6r-gpt55-20260619T230608Z-claw	65256746	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-wh-v2-04aa921-preflightaction-6r-gpt55-20260621T001925Z-claw	65302463	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-1	/home/clawd/research/scion-experiments/v04-wh-v2-f25f4c-preflightmarkerguard-6r-gpt55-20260620T223221Z-claw	65297525	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-designqr-codeprompt-fresh-a957737f-1r-gpt55-20260625T134935Z-claw	402834	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-postpivot-resume-ready-contract-1r-gpt55-20260618T123117Z-claw	5756433	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-postpivot-resume-ready-focushandoff-1r-gpt55-20260618T141926Z-claw	5815423	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-postpivot-resume-ready-handoff-1r-gpt55-20260618T125046Z-claw	5796645	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-postpivot-resume-ready-lifecycle-1r-gpt55-20260618T130518Z-claw	5845725	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-postpivot-resume-ready-manifest-1r-gpt55-20260618T121407Z-claw	5756433	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-postpivot-resume-ready-readinesshandoff-1r-gpt55-20260618T140547Z-claw	5806972	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-postpivot-resume-ready-rebuildentry-1r-gpt55-20260618T132909Z-claw	5797751	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-resume-snapshot-smoke-2e0d933b-1r-gpt55-20260628T032030Z-claw	17537237	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-resume-snapshot-smoke-404c4f8c-1r-gpt55-20260628T033707Z-claw	17537805	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-resume-snapshot-smoke-aa31c847-1r-gpt55-20260628T030916Z-claw	17537612	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-successor32-post-repair-effect-credit-weighting-server-2r-gpt55-20260701T135352Z-claw	831761	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-successor32-post-repair-effect-credit-weighting-server-2r-gpt55-20260701T135526Z-claw	830690	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-successor32-post-repair-effect-credit-weighting-server-guarded-2r-gpt55-20260701T140955Z-claw	877426	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-successor6-f9a839ec-local-2r-gpt55-20260628T170621Z-claw-2r-gpt55-20260628T170621Z-claw	75235723	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-09a4aff-headroom-caps-resume-4r-gpt55-20260621T004554Z-claw	6126293	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-0d9f869-noeffect-branch-guidance-resume-4r-gpt55-20260621T011016Z-claw	6129582	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-0f0f447-runtimefields-4r-gpt55-20260620T205547Z-claw	6061475	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-10c12e6e-freshreplay0-resumecont-4r-gpt55-20260621T040909Z-claw	6096509	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-13abbbef-resumecont-4r-gpt55-20260621T030244Z-claw	6090997	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-23f3de9-runtimeprompt-resume-4r-gpt55-20260620T233623Z-claw	6075314	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-2b2cd351-explicitdrains-resumecont-4r-gpt55-20260621T042348Z-claw	6098166	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-2c806e-campaignexecfailclosed-4r-gpt55-20260620T212433Z-claw	6069649	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-37ff1f45-compactready-resumecont-4r-gpt55-4r-gpt55-20260621T034103Z-claw	6096410	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-3c7fbb5d-whdiag-4r-gpt55-20260620T172117Z-claw	6053230	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-46c3d1d-postid-4r-gpt55-20260620T173536Z-claw	6053004	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-470678-staleresumeguard-4r-gpt55-20260620T220613Z-claw	6069046	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-488576-runtime-ratio-resume-4r-gpt55-20260621T003312Z-claw	6125994	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-5d46c46-launchenv-4r-gpt55-20260620T200722Z-claw	6060218	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-5dea325-continuity-4r-gpt55-20260620T184619Z-claw	6054306	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-5f60dbe-markersummary-4r-gpt55-20260620T224703Z-claw	6070592	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-6352d20-readyscope-4r-gpt55-20260620T185752Z-claw	6054824	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-66b5345-splitcase-4r-gpt55-20260620T194243Z-claw	6059144	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-68773004-cmtprotect-4r-gpt55-20260620T163627Z-claw	6014963	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-6b4c70d6-reqevidence-4r-gpt55-20260621T051045Z-claw	6101639	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-6b83f554-cvrpdiag-4r-gpt55-20260620T170829Z-claw	6053058	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-6d3f5ad-search-memory-noeffect-resume-4r-gpt55-4r-gpt55-20260621T014226Z-claw	6131589	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-6df6b6b-phase4-4r-gpt55-20260620T183205Z-claw	6053004	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-7812bec5-promptsummary-resumecont-4r-gpt55-20260621T043755Z-claw	6100344	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-7ee1c18-runtime-feedback-resume-4r-gpt55-20260621T010016Z-claw	6127190	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-7f95b72-codeconstraints-resume-4r-gpt55-20260621T000648Z-claw	6078105	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-82824cc-postmarkers-4r-gpt55-20260620T203850Z-claw	6060674	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-896b9c06-scheddepth-resume-4r-gpt55-4r-gpt55-20260621T020237Z-claw	6128300	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-94c48cb-researchshape-resume-4r-gpt55-20260620T235120Z-claw	6074564	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-9a4c985-hyptrace-4r-gpt55-20260620T202222Z-claw	6059990	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-a4b5317-promptdistill-resume-4r-gpt55-20260620T232559Z-claw	6072538	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-a7237c88-calevel-resumecont-4r-gpt55-4r-gpt55-20260621T032623Z-claw	6095383	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-add376-markerreadiness-4r-gpt55-20260620T222137Z-claw	6069882	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-b470f1bb-calprov-4r-gpt55-20260621T052526Z-claw	6103072	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-bcb5cb-rebuildlifecycleskip-4r-gpt55-20260620T213836Z-claw	6069157	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-be6e7da-postbrief-resume-4r-gpt55-20260620T230740Z-claw	6118463	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-c4db531-noeffect-diagnostic-resume-4r-gpt55-4r-gpt55-20260621T012509Z-claw	6130692	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-c7b06d9-resumecont-4r-gpt55-20260621T023211Z-claw	6090749	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-d2180d6-wrapstatus-4r-gpt55-20260620T191248Z-claw	6054824	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
batch-2	/home/clawd/research/scion-experiments/v04-cvrp-twoopt-d8cc212-statusfailclosed-4r-gpt55-20260620T210806Z-claw	6062953	prepared-only	PASS:status=prepared,report_only=true,state_mutations=false,lifecycle_null,older_than_48h,no_git,no_active_owner,superseded
