instance,subset,dimension,runs,bks,bks_routes,best_cost,best_gap_pct,mean_gap_pct,median_gap_pct,std_gap_pct,mean_cost,std_cost,mean_time,mean_iterations,best_source,reference_status
B-n52-k7,B,52,1,747.0,7,747.0,0.0,0.0,0.0,0.0,747.0,0.0,1.002328045000013,115.0,full_experiment_seed0.csv,
B-n56-k7,B,56,1,707.0,7,714.0,0.9900990099009901,0.9900990099009901,0.9900990099009901,0.0,714.0,0.0,1.002682661000108,64.0,full_experiment_seed0.csv,
B-n57-k9,B,57,1,1598.0,9,1630.0,2.002503128911139,2.002503128911139,2.002503128911139,0.0,1630.0,0.0,1.0068797270000687,38.0,full_experiment_seed0.csv,
B-n63-k10,B,63,1,1496.0,10,1548.0,3.4759358288770055,3.4759358288770055,3.4759358288770055,0.0,1548.0,0.0,1.0253194619999704,72.0,full_experiment_seed0.csv,
B-n64-k9,B,64,1,861.0,9,900.0,4.529616724738676,4.529616724738676,4.529616724738676,0.0,900.0,0.0,1.0074538789999679,55.0,full_experiment_seed0.csv,
B-n66-k9,B,66,1,1316.0,9,1346.0,2.2796352583586628,2.2796352583586628,2.2796352583586628,0.0,1346.0,0.0,1.009695825000108,62.0,full_experiment_seed0.csv,
B-n67-k10,B,67,1,1032.0,10,1076.0,4.263565891472868,4.263565891472868,4.263565891472868,0.0,1076.0,0.0,1.0002677410002434,41.0,full_experiment_seed0.csv,
B-n68-k9,B,68,1,1272.0,9,1296.0,1.8867924528301887,1.8867924528301887,1.8867924528301887,0.0,1296.0,0.0,1.0202499339998212,37.0,full_experiment_seed0.csv,
B-n78-k10,B,78,1,1221.0,10,1251.0,2.457002457002457,2.457002457002457,2.457002457002457,0.0,1251.0,0.0,1.0072369479998997,37.0,full_experiment_seed0.csv,
Brussels1,AGS,15001,1,501719.0,512,4072563.0,711.7219001074307,711.7219001074307,711.7219001074307,0.0,4072563.0,0.0,0.04282393200037404,0.0,full_experiment_seed0.csv,
Brussels2,AGS,16001,1,345468.0,182,4902657.0,1319.1349126402445,1319.1349126402445,1319.1349126402445,0.0,4902657.0,0.0,0.023780812000040896,0.0,full_experiment_seed0.csv,
CMT1,CMT,51,1,524.611,5,524.6111466425075,2.7952617749588282e-05,2.7952617749588282e-05,2.7952617749588282e-05,0.0,524.6111466425075,0.0,1.0066224309998688,203.0,full_experiment_seed0.csv,
