instance,subset,dimension,runs,bks,bks_routes,best_cost,best_gap_pct,mean_gap_pct,median_gap_pct,std_gap_pct,mean_cost,std_cost,mean_time,mean_iterations,best_source,reference_status
XML100_1322_06,XML,101,1,,,24391.0,,,,0.0,24391.0,0.0,0.00891493599920068,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_07,XML,101,1,,,21501.0,,,,0.0,21501.0,0.0,0.008794266999757383,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_08,XML,101,1,,,32434.0,,,,0.0,32434.0,0.0,0.004536675000053947,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_09,XML,101,1,,,21665.0,,,,0.0,21665.0,0.0,0.004971067999576917,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_10,XML,101,1,,,25812.0,,,,0.0,25812.0,0.0,0.005436288000055356,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_11,XML,101,1,,,19899.0,,,,0.0,19899.0,0.0,0.013180474999899161,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_12,XML,101,1,,,24537.0,,,,0.0,24537.0,0.0,0.0062445169996863115,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_13,XML,101,1,,,14928.0,,,,0.0,14928.0,0.0,0.004957442999511841,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_14,XML,101,1,,,16148.0,,,,0.0,16148.0,0.0,0.009132174000114901,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_15,XML,101,1,,,26889.0,,,,0.0,26889.0,0.0,0.008574040999519639,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_16,XML,101,1,,,26075.0,,,,0.0,26075.0,0.0,0.0050202590000480996,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_17,XML,101,1,,,22276.0,,,,0.0,22276.0,0.0,0.00833444900035829,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_18,XML,101,1,,,29133.0,,,,0.0,29133.0,0.0,0.005967278999378323,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_19,XML,101,1,,,18902.0,,,,0.0,18902.0,0.0,0.004988820000107808,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_20,XML,101,1,,,21275.0,,,,0.0,21275.0,0.0,0.005370318000132102,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_21,XML,101,1,,,22318.0,,,,0.0,22318.0,0.0,0.004892093999842473,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_22,XML,101,1,,,21287.0,,,,0.0,21287.0,0.0,0.012448913999833167,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_23,XML,101,1,,,26901.0,,,,0.0,26901.0,0.0,0.005055417000221496,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_24,XML,101,1,,,25752.0,,,,0.0,25752.0,0.0,0.0053577180005959235,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_25,XML,101,1,,,22785.0,,,,0.0,22785.0,0.0,0.004477383999983431,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_26,XML,101,1,,,19630.0,,,,0.0,19630.0,0.0,0.009129643999585824,0.0,full_experiment_seed0.csv,missing_sol
XML100_1322_27,XML,101,1,,,21901.0,,,,0.0,21901.0,0.0,0.008824909999930242,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_01,XML,101,1,,,12999.0,,,,0.0,12999.0,0.0,0.013827922000018589,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_02,XML,101,1,,,14322.0,,,,0.0,14322.0,0.0,0.004189006000160589,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_03,XML,101,1,,,14727.0,,,,0.0,14727.0,0.0,0.004329430999860051,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_04,XML,101,1,,,13279.0,,,,0.0,13279.0,0.0,0.014764558999559085,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_05,XML,101,1,,,18612.0,,,,0.0,18612.0,0.0,0.00998166199951811,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_06,XML,101,1,,,15614.0,,,,0.0,15614.0,0.0,0.00940709099995729,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_07,XML,101,1,,,17682.0,,,,0.0,17682.0,0.0,0.008682506000695867,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_08,XML,101,1,,,19643.0,,,,0.0,19643.0,0.0,0.014042413999959535,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_09,XML,101,1,,,13917.0,,,,0.0,13917.0,0.0,0.005107766000037373,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_10,XML,101,1,,,17911.0,,,,0.0,17911.0,0.0,0.009718347999296384,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_11,XML,101,1,,,17491.0,,,,0.0,17491.0,0.0,0.005545904000427981,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_12,XML,101,1,,,19301.0,,,,0.0,19301.0,0.0,0.016959139000391588,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_13,XML,101,1,,,13373.0,,,,0.0,13373.0,0.0,0.005440632000500045,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_14,XML,101,1,,,15523.0,,,,0.0,15523.0,0.0,0.004524486000264005,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_15,XML,101,1,,,18464.0,,,,0.0,18464.0,0.0,0.006127212000137661,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_16,XML,101,1,,,15080.0,,,,0.0,15080.0,0.0,0.005078221000076155,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_17,XML,101,1,,,24873.0,,,,0.0,24873.0,0.0,0.005026722999900812,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_18,XML,101,1,,,13103.0,,,,0.0,13103.0,0.0,0.013148842999726185,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_19,XML,101,1,,,16724.0,,,,0.0,16724.0,0.0,0.009628560000237485,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_20,XML,101,1,,,16979.0,,,,0.0,16979.0,0.0,0.0042712289996416075,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_21,XML,101,1,,,13493.0,,,,0.0,13493.0,0.0,0.005930600999818125,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_22,XML,101,1,,,17057.0,,,,0.0,17057.0,0.0,0.00857621300019673,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_23,XML,101,1,,,12647.0,,,,0.0,12647.0,0.0,0.004617255999619374,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_24,XML,101,1,,,15187.0,,,,0.0,15187.0,0.0,0.005413367999608454,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_25,XML,101,1,,,18590.0,,,,0.0,18590.0,0.0,0.004489832000217575,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_26,XML,101,1,,,14616.0,,,,0.0,14616.0,0.0,0.008891061999747762,0.0,full_experiment_seed0.csv,missing_sol
XML100_1323_27,XML,101,1,,,19500.0,,,,0.0,19500.0,0.0,0.0051769150004474795,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_01,XML,101,1,,,12190.0,,,,0.0,12190.0,0.0,0.009685615999842412,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_02,XML,101,1,,,10890.0,,,,0.0,10890.0,0.0,0.008672351000313938,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_03,XML,101,1,,,14700.0,,,,0.0,14700.0,0.0,0.00959091900040221,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_04,XML,101,1,,,11981.0,,,,0.0,11981.0,0.0,0.009418212000127824,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_05,XML,101,1,,,13545.0,,,,0.0,13545.0,0.0,0.004419210999913048,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_06,XML,101,1,,,11436.0,,,,0.0,11436.0,0.0,0.0056128090000129305,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_07,XML,101,1,,,12963.0,,,,0.0,12963.0,0.0,0.004309691999878851,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_08,XML,101,1,,,15179.0,,,,0.0,15179.0,0.0,0.008584324999901582,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_09,XML,101,1,,,10926.0,,,,0.0,10926.0,0.0,0.009127962999627925,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_10,XML,101,1,,,12095.0,,,,0.0,12095.0,0.0,0.009302978000050643,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_11,XML,101,1,,,12047.0,,,,0.0,12047.0,0.0,0.008865791999596695,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_12,XML,101,1,,,10213.0,,,,0.0,10213.0,0.0,0.0053929519999655895,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_13,XML,101,1,,,14927.0,,,,0.0,14927.0,0.0,0.004326969999965513,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_14,XML,101,1,,,11564.0,,,,0.0,11564.0,0.0,0.00643862699962483,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_15,XML,101,1,,,14037.0,,,,0.0,14037.0,0.0,0.00487654299922724,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_16,XML,101,1,,,15521.0,,,,0.0,15521.0,0.0,0.005526144000214117,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_17,XML,101,1,,,13995.0,,,,0.0,13995.0,0.0,0.004409187000419479,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_18,XML,101,1,,,10970.0,,,,0.0,10970.0,0.0,0.005383752000852837,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_19,XML,101,1,,,12517.0,,,,0.0,12517.0,0.0,0.00832921500023076,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_20,XML,101,1,,,11590.0,,,,0.0,11590.0,0.0,0.004591407000589243,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_21,XML,101,1,,,14250.0,,,,0.0,14250.0,0.0,0.009414779000508133,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_22,XML,101,1,,,11654.0,,,,0.0,11654.0,0.0,0.004269634000593214,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_23,XML,101,1,,,12692.0,,,,0.0,12692.0,0.0,0.008897749000425392,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_24,XML,101,1,,,14420.0,,,,0.0,14420.0,0.0,0.0048111670002981555,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_25,XML,101,1,,,11814.0,,,,0.0,11814.0,0.0,0.00423422899984871,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_26,XML,101,1,,,11545.0,,,,0.0,11545.0,0.0,0.013232172999778413,0.0,full_experiment_seed0.csv,missing_sol
XML100_1324_27,XML,101,1,,,11901.0,,,,0.0,11901.0,0.0,0.0045856670003558975,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_01,XML,101,1,,,12398.0,,,,0.0,12398.0,0.0,0.013049404999947,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_02,XML,101,1,,,11862.0,,,,0.0,11862.0,0.0,0.004102279000107956,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_03,XML,101,1,,,9619.0,,,,0.0,9619.0,0.0,0.00454608800009737,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_04,XML,101,1,,,14044.0,,,,0.0,14044.0,0.0,0.008558092999919609,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_05,XML,101,1,,,13585.0,,,,0.0,13585.0,0.0,0.008413255000050412,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_06,XML,101,1,,,13031.0,,,,0.0,13031.0,0.0,0.005045173000326031,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_07,XML,101,1,,,11382.0,,,,0.0,11382.0,0.0,0.009500883999862708,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_08,XML,101,1,,,10303.0,,,,0.0,10303.0,0.0,0.004217380999762099,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_09,XML,101,1,,,11882.0,,,,0.0,11882.0,0.0,0.005115852000017185,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_10,XML,101,1,,,8792.0,,,,0.0,8792.0,0.0,0.004644106999876385,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_11,XML,101,1,,,14043.0,,,,0.0,14043.0,0.0,0.010023705000094196,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_12,XML,101,1,,,9859.0,,,,0.0,9859.0,0.0,0.005876055000044289,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_13,XML,101,1,,,11828.0,,,,0.0,11828.0,0.0,0.0154655719998118,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_14,XML,101,1,,,9010.0,,,,0.0,9010.0,0.0,0.008891434999895864,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_15,XML,101,1,,,13435.0,,,,0.0,13435.0,0.0,0.004508465999606415,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_16,XML,101,1,,,10986.0,,,,0.0,10986.0,0.0,0.014005598999574431,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_17,XML,101,1,,,11743.0,,,,0.0,11743.0,0.0,0.01003872000001138,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_18,XML,101,1,,,11495.0,,,,0.0,11495.0,0.0,0.005189544999666396,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_19,XML,101,1,,,12811.0,,,,0.0,12811.0,0.0,0.00899777999984508,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_20,XML,101,1,,,11705.0,,,,0.0,11705.0,0.0,0.004436574999999721,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_21,XML,101,1,,,12407.0,,,,0.0,12407.0,0.0,0.01376552400051878,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_22,XML,101,1,,,12819.0,,,,0.0,12819.0,0.0,0.01350418099991657,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_23,XML,101,1,,,12904.0,,,,0.0,12904.0,0.0,0.0071301450007013045,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_24,XML,101,1,,,11585.0,,,,0.0,11585.0,0.0,0.005284113999550755,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_25,XML,101,1,,,9502.0,,,,0.0,9502.0,0.0,0.004437020000295888,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_26,XML,101,1,,,11452.0,,,,0.0,11452.0,0.0,0.004443631999492936,0.0,full_experiment_seed0.csv,missing_sol
XML100_1325_27,XML,101,1,,,10444.0,,,,0.0,10444.0,0.0,0.005026304000239179,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_01,XML,101,1,,,10125.0,,,,0.0,10125.0,0.0,0.004453163999642129,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_02,XML,101,1,,,8895.0,,,,0.0,8895.0,0.0,0.0062407320001511835,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_03,XML,101,1,,,8842.0,,,,0.0,8842.0,0.0,0.005091482000352698,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_04,XML,101,1,,,8331.0,,,,0.0,8331.0,0.0,0.008556947000215587,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_05,XML,101,1,,,9254.0,,,,0.0,9254.0,0.0,0.004491457000767696,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_06,XML,101,1,,,8575.0,,,,0.0,8575.0,0.0,0.005773494000095525,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_07,XML,101,1,,,8994.0,,,,0.0,8994.0,0.0,0.00545688300007896,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_08,XML,101,1,,,8853.0,,,,0.0,8853.0,0.0,0.005582275000051595,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_09,XML,101,1,,,8466.0,,,,0.0,8466.0,0.0,0.004288002000066626,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_10,XML,101,1,,,11156.0,,,,0.0,11156.0,0.0,0.014878091999889875,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_11,XML,101,1,,,10297.0,,,,0.0,10297.0,0.0,0.009287289999519999,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_12,XML,101,1,,,9905.0,,,,0.0,9905.0,0.0,0.005406134000622842,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_13,XML,101,1,,,9231.0,,,,0.0,9231.0,0.0,0.009138100000200211,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_14,XML,101,1,,,9159.0,,,,0.0,9159.0,0.0,0.00434704400049668,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_15,XML,101,1,,,10375.0,,,,0.0,10375.0,0.0,0.004541315000096802,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_16,XML,101,1,,,9939.0,,,,0.0,9939.0,0.0,0.004536395999821252,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_17,XML,101,1,,,9133.0,,,,0.0,9133.0,0.0,0.009156272000836907,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_18,XML,101,1,,,9132.0,,,,0.0,9132.0,0.0,0.00541986000007455,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_19,XML,101,1,,,8720.0,,,,0.0,8720.0,0.0,0.004322264000620635,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_20,XML,101,1,,,8710.0,,,,0.0,8710.0,0.0,0.009298981000029016,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_21,XML,101,1,,,9919.0,,,,0.0,9919.0,0.0,0.004731499000627082,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_22,XML,101,1,,,9325.0,,,,0.0,9325.0,0.0,0.009624723000342783,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_23,XML,101,1,,,9028.0,,,,0.0,9028.0,0.0,0.009330348000730737,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_24,XML,101,1,,,9730.0,,,,0.0,9730.0,0.0,0.005666253000526922,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_25,XML,101,1,,,9378.0,,,,0.0,9378.0,0.0,0.004323582000324677,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_26,XML,101,1,,,8451.0,,,,0.0,8451.0,0.0,0.00922882800023217,0.0,full_experiment_seed0.csv,missing_sol
XML100_1326_27,XML,101,1,,,9798.0,,,,0.0,9798.0,0.0,0.008884997999302868,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_01,XML,101,1,,,42284.0,,,,0.0,42284.0,0.0,0.009055817999978899,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_02,XML,101,1,,,26800.0,,,,0.0,26800.0,0.0,0.008868341999914264,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_03,XML,101,1,,,39666.0,,,,0.0,39666.0,0.0,0.0053897389998383005,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_04,XML,101,1,,,45819.0,,,,0.0,45819.0,0.0,0.006453464000514941,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_05,XML,101,1,,,26153.0,,,,0.0,26153.0,0.0,0.008987238999907277,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_06,XML,101,1,,,26173.0,,,,0.0,26173.0,0.0,0.004344190000665549,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_07,XML,101,1,,,31295.0,,,,0.0,31295.0,0.0,0.005375161999836564,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_08,XML,101,1,,,36822.0,,,,0.0,36822.0,0.0,0.014089622000028612,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_09,XML,101,1,,,47967.0,,,,0.0,47967.0,0.0,0.005141092000485514,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_10,XML,101,1,,,37380.0,,,,0.0,37380.0,0.0,0.005729595000047993,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_11,XML,101,1,,,26414.0,,,,0.0,26414.0,0.0,0.004527529000370123,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_12,XML,101,1,,,25707.0,,,,0.0,25707.0,0.0,0.004836287000216544,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_13,XML,101,1,,,43750.0,,,,0.0,43750.0,0.0,0.005189294000047084,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_14,XML,101,1,,,37490.0,,,,0.0,37490.0,0.0,0.009221870999681414,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_15,XML,101,1,,,28259.0,,,,0.0,28259.0,0.0,0.008571285000471107,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_16,XML,101,1,,,25275.0,,,,0.0,25275.0,0.0,0.004355955999926664,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_17,XML,101,1,,,25807.0,,,,0.0,25807.0,0.0,0.005062141000053089,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_18,XML,101,1,,,29919.0,,,,0.0,29919.0,0.0,0.004482632999497582,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_19,XML,101,1,,,29566.0,,,,0.0,29566.0,0.0,0.004312668000238773,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_20,XML,101,1,,,35903.0,,,,0.0,35903.0,0.0,0.009037750000061351,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_21,XML,101,1,,,46276.0,,,,0.0,46276.0,0.0,0.013266273000226647,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_22,XML,101,1,,,49462.0,,,,0.0,49462.0,0.0,0.009909397999763314,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_23,XML,101,1,,,25852.0,,,,0.0,25852.0,0.0,0.004746914999486762,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_24,XML,101,1,,,31222.0,,,,0.0,31222.0,0.0,0.004476248000173655,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_25,XML,101,1,,,34468.0,,,,0.0,34468.0,0.0,0.0050545019994387985,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_26,XML,101,1,,,27034.0,,,,0.0,27034.0,0.0,0.004501852000430517,0.0,full_experiment_seed0.csv,missing_sol
XML100_1331_27,XML,101,1,,,31918.0,,,,0.0,31918.0,0.0,0.00577184799931274,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_01,XML,101,1,,,23471.0,,,,0.0,23471.0,0.0,0.008593459000621806,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_02,XML,101,1,,,19585.0,,,,0.0,19585.0,0.0,0.0053677200003221515,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_03,XML,101,1,,,27766.0,,,,0.0,27766.0,0.0,0.004989236000255914,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_04,XML,101,1,,,20487.0,,,,0.0,20487.0,0.0,0.005492628999490989,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_05,XML,101,1,,,26839.0,,,,0.0,26839.0,0.0,0.005571766000684875,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_06,XML,101,1,,,18795.0,,,,0.0,18795.0,0.0,0.01008233199991082,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_07,XML,101,1,,,25745.0,,,,0.0,25745.0,0.0,0.009384637999573897,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_08,XML,101,1,,,20822.0,,,,0.0,20822.0,0.0,0.004348125999968033,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_09,XML,101,1,,,19199.0,,,,0.0,19199.0,0.0,0.005778576000011526,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_10,XML,101,1,,,19730.0,,,,0.0,19730.0,0.0,0.005329593000169552,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_11,XML,101,1,,,23473.0,,,,0.0,23473.0,0.0,0.009288741999625927,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_12,XML,101,1,,,18262.0,,,,0.0,18262.0,0.0,0.013359527999455167,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_13,XML,101,1,,,20447.0,,,,0.0,20447.0,0.0,0.00894142200013448,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_14,XML,101,1,,,17604.0,,,,0.0,17604.0,0.0,0.006086616000175127,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_15,XML,101,1,,,26853.0,,,,0.0,26853.0,0.0,0.009449522999602777,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_16,XML,101,1,,,26838.0,,,,0.0,26838.0,0.0,0.009031145000335528,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_17,XML,101,1,,,15730.0,,,,0.0,15730.0,0.0,0.009091760000046634,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_18,XML,101,1,,,20470.0,,,,0.0,20470.0,0.0,0.004263421000359813,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_19,XML,101,1,,,21557.0,,,,0.0,21557.0,0.0,0.005354050000278221,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_20,XML,101,1,,,23403.0,,,,0.0,23403.0,0.0,0.004627438999705191,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_21,XML,101,1,,,25187.0,,,,0.0,25187.0,0.0,0.009089791000405967,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_22,XML,101,1,,,19505.0,,,,0.0,19505.0,0.0,0.008753909000006388,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_23,XML,101,1,,,18774.0,,,,0.0,18774.0,0.0,0.010454960999595642,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_24,XML,101,1,,,18985.0,,,,0.0,18985.0,0.0,0.010021856999628653,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_25,XML,101,1,,,23903.0,,,,0.0,23903.0,0.0,0.004837161999603268,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_26,XML,101,1,,,18857.0,,,,0.0,18857.0,0.0,0.009032817999468534,0.0,full_experiment_seed0.csv,missing_sol
XML100_1332_27,XML,101,1,,,31552.0,,,,0.0,31552.0,0.0,0.008511685000485159,0.0,full_experiment_seed0.csv,missing_sol
XML100_1333_01,XML,101,1,,,14313.0,,,,0.0,14313.0,0.0,0.004280322999875352,0.0,full_experiment_seed0.csv,missing_sol
XML100_1333_02,XML,101,1,,,21244.0,,,,0.0,21244.0,0.0,0.009005138000247825,0.0,full_experiment_seed0.csv,missing_sol
XML100_1333_03,XML,101,1,,,15433.0,,,,0.0,15433.0,0.0,0.004426639000485011,0.0,full_experiment_seed0.csv,missing_sol
XML100_1333_04,XML,101,1,,,17365.0,,,,0.0,17365.0,0.0,0.005529635000129929,0.0,full_experiment_seed0.csv,missing_sol
XML100_1333_05,XML,101,1,,,18044.0,,,,0.0,18044.0,0.0,0.009353118999570142,0.0,full_experiment_seed0.csv,missing_sol
XML100_1333_06,XML,101,1,,,15077.0,,,,0.0,15077.0,0.0,0.01818249600000854,0.0,full_experiment_seed0.csv,missing_sol
XML100_1333_07,XML,101,1,,,21300.0,,,,0.0,21300.0,0.0,0.006260570000449661,0.0,full_experiment_seed0.csv,missing_sol
XML100_1333_08,XML,101,1,,,20522.0,,,,0.0,20522.0,0.0,0.005367528000533639,0.0,full_experiment_seed0.csv,missing_sol
XML100_1333_09,XML,101,1,,,18009.0,,,,0.0,18009.0,0.0,0.0041583339998396696,0.0,full_experiment_seed0.csv,missing_sol
XML100_1333_10,XML,101,1,,,20379.0,,,,0.0,20379.0,0.0,0.0054816900001242175,0.0,full_experiment_seed0.csv,missing_sol
XML100_1333_11,XML,101,1,,,13899.0,,,,0.0,13899.0,0.0,0.004136044000006223,0.0,full_experiment_seed0.csv,missing_sol
